SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
FALCONTECH, SM, 01-Feb-2026,15.15,15.9,15.9,15.5,15.85,15.65,15.81,9600,1.52,8, 7200, 75.00
FAZE3Q, EQ, 01-Feb-2026,374.3,376.95,410.0,360.5,362.3,368.8,392.89,107022,420.47,5854, 28518, 26.65
FCL, EQ, 01-Feb-2026,22.32,22.27,23.3,22.02,22.3,22.28,22.6,1295270,292.73,6010, 566595, 43.74
FCSSOFT, EQ, 01-Feb-2026,1.55,1.59,1.65,1.54,1.62,1.62,1.61,2623775,42.17,95600, 1456436, 55.51
FDC, EQ, 01-Feb-2026,377.75,374.55,380.25,366.15,377.05,377.95,374.01,38938,145.63,2090, 19187, 49.28
FEDERALBNK, EQ, 01-Feb-2026,287.75,288.55,288.8,281.25,285.25,285.1,285.44,3155061,9005.91,39232, 1388611, 44.01
FEDFINA, EQ, 01-Feb-2026,152.52,152.52,152.94,139.56,141.49,141.78,142.47,2425066,3455.03,22233, 1186416, 48.92
FEL, BZ, 01-Feb-2026,0.45,0.45,0.46,0.44,0.44,0.44,0.45,295836,1.32,206, -, -
FELDVR, BZ, 01-Feb-2026,2.95,2.81,3.09,2.81,2.81,2.81,2.85,2948,0.08,30, -, -
FELIX, SM, 01-Feb-2026,193.0,193.0,197.25,193.0,194.0,193.25,194.31,21500,41.78,39, 17500, 81.40
FIBERWEB, EQ, 01-Feb-2026,38.35,39.35,40.99,38.64,39.3,39.56,39.51,85862,33.93,650, 67608, 78.74
FICRF3GP, MF, 01-Feb-2026,95.0,103.0,103.0,103.0,103.0,103.0,103.0,1,0.0,1, 1, 100.00
FIDEL, SM, 01-Feb-2026,139.0,130.0,134.0,130.0,134.0,134.0,132.01,4000,5.28,4, 3000, 75.00
FIEMIND, EQ, 01-Feb-2026,2170.3,2170.3,2196.6,2113.3,2129.9,2131.8,2166.02,27821,602.61,4685, 10179, 36.59
FILATEX, EQ, 01-Feb-2026,45.96,45.96,48.66,44.75,47.7,47.51,46.89,665417,312.0,4550, 194259, 29.19
FILATFASH, EQ, 01-Feb-2026,0.29,0.3,0.31,0.28,0.29,0.29,0.3,56275057,167.07,4674, 21030899, 37.37
FINBUD, SM, 01-Feb-2026,113.3,110.6,111.05,110.0,110.0,110.9,110.85,16000,17.74,9, 15000, 93.75
FINCABLES, EQ, 01-Feb-2026,722.25,722.25,739.0,711.85,720.1,721.5,728.55,92260,672.16,10989, 29560, 32.04
FINEORG, EQ, 01-Feb-2026,4243.3,4240.0,4271.2,4140.0,4140.0,4166.3,4191.86,3948,165.49,1796, 2272, 57.55
FINIETF, EQ, 01-Feb-2026,31.53,31.71,31.71,29.99,30.54,30.61,30.92,1034556,319.91,4286, 820387, 79.30
FINKURVE, EQ, 01-Feb-2026,81.95,81.95,88.68,78.6,82.05,84.2,81.07,26205,21.24,1285, 5181, 19.77
FINOPB, EQ, 01-Feb-2026,216.25,213.0,218.25,210.0,211.99,212.39,213.89,90008,192.52,2228, 40796, 45.32
FINPIPE, EQ, 01-Feb-2026,176.43,176.99,181.7,171.9,175.35,174.99,176.38,412873,728.21,9555, 128694, 31.17
FIRSTCRY, EQ, 01-Feb-2026,276.6,276.6,277.65,260.55,264.0,263.45,269.52,237501,640.11,8368, 62549, 26.34
FISCHER, EQ, 01-Feb-2026,38.51,39.7,40.39,37.0,37.14,37.53,39.09,1749375,683.76,3659, 628497, 35.93
FIVESTAR, EQ, 01-Feb-2026,455.95,458.25,467.7,445.85,455.0,454.25,458.48,570433,2615.33,18572, 179169, 31.41
FLAIR, EQ, 01-Feb-2026,300.45,303.95,304.05,297.2,297.2,298.15,300.69,33521,100.8,622, 7681, 22.91
FLEXIADD, EQ, 01-Feb-2026,10.46,10.72,10.72,10.16,10.37,10.37,10.35,143176,14.81,570, 106796, 74.59
FLEXITUFF, EQ, 01-Feb-2026,10.71,10.6,11.05,10.26,10.7,10.69,10.6,854,0.09,28, 549, 64.29
FLFL, BZ, 01-Feb-2026,1.25,1.25,1.25,1.19,1.24,1.23,1.2,77578,0.93,129, -, -
FLUOROCHEM, EQ, 01-Feb-2026,3053.5,3079.8,3079.8,2929.2,2950.8,2970.0,3000.58,18046,541.49,3406, 7207, 39.94
FLYSBS, SM, 01-Feb-2026,443.95,455.0,466.1,455.0,466.1,466.1,465.17,50400,234.45,166, 37000, 73.41
FMCGIETF, EQ, 01-Feb-2026,54.78,54.88,54.89,53.59,53.87,53.81,54.32,3713237,2017.1,11261, 2497908, 67.27
FMGOETZE, EQ, 01-Feb-2026,431.85,432.3,436.7,424.05,424.05,426.15,430.56,27503,118.42,1174, 16113, 58.59
FMNL, EQ, 01-Feb-2026,8.71,8.5,8.79,8.28,8.28,8.28,8.41,27331,2.3,143, 15331, 56.09
FOCUS, EQ, 01-Feb-2026,68.38,68.56,71.68,66.14,67.37,67.78,69.22,28409,19.66,1495, 12763, 44.93
FONEBOX, ST, 01-Feb-2026,76.0,76.0,76.0,76.0,76.0,76.0,76.0,1000,0.76,1, 1000, 100.00
FOODSIN, EQ, 01-Feb-2026,60.05,60.8,60.8,59.0,59.63,59.63,59.82,19517,11.68,627, 10421, 53.39
FORCAS, SM, 01-Feb-2026,112.4,109.5,109.5,109.5,109.5,109.5,109.5,1600,1.75,1, 1600, 100.00
FORCEMOT, EQ, 01-Feb-2026,19195.0,19500.0,19502.0,18500.0,18990.0,18780.0,19054.24,29380,5598.13,11440, 7188, 24.47
FORGEAUTO, SM, 01-Feb-2026,97.65,93.5,93.5,92.8,92.8,92.8,93.03,4800,4.47,4, 3600, 75.00
FORTIS, EQ, 01-Feb-2026,851.5,857.0,868.3,827.8,833.75,832.8,849.09,364148,3091.95,13220, 77469, 21.27
FOSECOIND, EQ, 01-Feb-2026,4491.8,4431.2,4488.9,4332.1,4350.0,4386.3,4424.72,657,29.07,248, 351, 53.42
FRESHARA, SM, 01-Feb-2026,182.95,185.0,187.95,178.0,179.25,180.75,183.97,57600,105.97,76, 30600, 53.13
FROG, SM, 01-Feb-2026,149.7,149.7,149.7,142.6,142.6,142.85,145.14,2800,4.06,7, 2400, 85.71
FSL, EQ, 01-Feb-2026,319.85,322.0,322.0,304.4,311.0,310.7,312.99,343228,1074.27,15991, 87416, 25.47
FUSION, EQ, 01-Feb-2026,183.37,183.3,184.75,178.0,180.5,178.97,180.65,261290,472.02,3469, 179949, 68.87
GABRIEL, EQ, 01-Feb-2026,933.4,945.0,945.0,894.25,919.0,919.75,919.03,133646,1228.25,13384, 54571, 40.83
GAEL, EQ, 01-Feb-2026,141.01,140.0,143.8,127.29,136.5,137.61,135.72,3458333,4693.6,31440, 1467293, 42.43
GAIL, EQ, 01-Feb-2026,167.29,165.0,166.69,158.86,162.49,162.42,163.45,11783930,19260.88,78450, 4244568, 36.02
GAJANAND, SM, 01-Feb-2026,10.1,10.0,10.0,9.25,9.25,9.25,9.43,15000,1.41,5, 15000, 100.00
GALAPREC, EQ, 01-Feb-2026,715.5,735.0,858.6,718.75,845.0,841.95,819.29,556017,4555.4,21846, 92295, 16.60
GALAXYSURF, EQ, 01-Feb-2026,1813.7,1813.7,1863.3,1806.1,1840.0,1829.0,1831.26,3781,69.24,828, 2003, 52.98
GALLANTT, EQ, 01-Feb-2026,520.15,524.15,524.15,512.6,518.1,516.7,517.51,17801,92.12,1271, 8556, 48.06
GANDHAR, EQ, 01-Feb-2026,149.82,150.01,150.5,142.0,142.0,142.87,145.54,235306,342.47,4934, 89881, 38.20
GANDHITUBE, EQ, 01-Feb-2026,733.6,706.5,738.85,685.0,685.4,700.35,714.74,3782,27.03,518, 1914, 50.61
GANECOS, EQ, 01-Feb-2026,685.2,685.2,726.0,685.2,702.0,713.35,712.71,67904,483.96,5927, 21050, 31.00
GANESHBE, EQ, 01-Feb-2026,72.7,72.86,72.86,69.85,70.01,70.09,70.44,70670,49.78,1056, 39869, 56.42
GANESHCP, EQ, 01-Feb-2026,194.4,193.86,201.3,193.05,200.0,200.64,198.49,34752,68.98,1033, 17837, 51.33
GANESHHOU, EQ, 01-Feb-2026,730.7,727.05,772.6,722.75,733.0,738.75,748.39,69123,517.31,4628, 27156, 39.29
GANESHIN, SM, 01-Feb-2026,108.35,113.75,113.75,108.05,111.0,110.05,112.18,445600,499.87,324, 275200, 61.76
GANGABATH, SM, 01-Feb-2026,18.2,18.2,18.6,18.2,18.5,18.5,18.47,18000,3.32,6, 15000, 83.33
GANGAFORGE, EQ, 01-Feb-2026,3.35,3.42,3.55,3.28,3.4,3.36,3.44,543372,18.72,777, 252467, 46.46
GANGESSECU, EQ, 01-Feb-2026,119.1,122.01,124.0,117.0,124.0,122.56,120.95,3525,4.26,133, 1304, 36.99
GARFIBRES, EQ, 01-Feb-2026,654.6,651.35,695.8,622.7,623.05,634.65,669.03,58942,394.34,5500, 14627, 24.82
GARUDA, EQ, 01-Feb-2026,154.88,156.64,170.96,151.19,156.99,157.2,162.48,2557885,4156.04,36461, 330996, 12.94
GATECH, EQ, 01-Feb-2026,0.5,0.52,0.54,0.51,0.53,0.52,0.52,9191345,48.06,2202, 3801326, 41.36
GATECHDVR, EQ, 01-Feb-2026,0.44,0.46,0.46,0.44,0.45,0.45,0.45,321560,1.46,306, 259006, 80.55
GATEWAY, EQ, 01-Feb-2026,58.6,58.67,59.75,57.5,57.68,57.91,58.13,684930,398.12,4856, 380128, 55.50
GAYAHWS, EQ, 01-Feb-2026,1.97,2.06,2.06,2.06,2.06,2.06,2.06,54138,1.12,126, 54138, 100.00
GCHOTELS, SM, 01-Feb-2026,134.95,142.0,142.0,130.3,130.3,130.35,134.98,2400,3.24,4, 2400, 100.00
GCSL, BE, 01-Feb-2026,281.65,280.25,295.7,280.25,295.7,295.7,295.36,3716,10.98,11, -, -
GEECEE, EQ, 01-Feb-2026,308.55,305.45,310.7,305.0,305.6,306.35,307.0,548,1.68,29, 456, 83.21
GEEKAYWIRE, EQ, 01-Feb-2026,27.99,28.3,32.55,28.13,31.9,30.4,29.47,72131,21.26,665, 49337, 68.40
GEMAROMA, EQ, 01-Feb-2026,167.6,169.93,171.74,165.0,169.5,170.08,167.84,179126,300.65,2144, 58312, 32.55
GENCON, EQ, 01-Feb-2026,51.01,50.65,51.79,50.15,51.1,51.1,51.3,571086,292.98,1629, 236694, 41.45
GENESYS, EQ, 01-Feb-2026,312.0,310.0,316.6,301.1,306.6,310.05,311.61,180745,563.22,5825, 64354, 35.60
GENSOL, BZ, 01-Feb-2026,27.97,29.36,29.36,29.36,29.36,29.36,29.36,76092,22.34,438, -, -
GENUSPAPER, EQ, 01-Feb-2026,11.7,11.41,12.29,11.41,11.7,11.67,11.73,74658,8.76,385, 39289, 52.63
GENUSPOWER, EQ, 01-Feb-2026,282.7,285.0,285.0,267.5,270.0,270.8,277.27,298752,828.35,9201, 153176, 51.27
GEOJITFSL, EQ, 01-Feb-2026,67.81,67.48,69.69,66.56,69.0,68.29,68.0,758077,515.5,4510, 394396, 52.03
GESHIP, EQ, 01-Feb-2026,1202.4,1215.0,1219.9,1125.0,1174.4,1192.9,1183.34,334493,3958.18,22092, 115304, 34.47
GFLLIMITED, EQ, 01-Feb-2026,48.31,48.55,49.77,47.05,48.05,48.47,48.52,33434,16.22,1310, 13208, 39.50
GGBL, SM, 01-Feb-2026,231.7,235.6,239.8,230.0,237.45,234.35,234.08,16200,37.92,48, 10200, 62.96
GHCL, EQ, 01-Feb-2026,530.7,527.0,531.3,516.2,524.85,523.35,523.08,32362,169.28,2091, 18467, 57.06
GHCLTEXTIL, EQ, 01-Feb-2026,76.28,77.99,79.67,73.0,73.1,74.29,76.84,177641,136.49,1721, 95969, 54.02
GICHSGFIN, EQ, 01-Feb-2026,162.29,163.13,165.86,161.0,161.5,161.55,162.85,61224,99.7,1232, 28900, 47.20
GICL, ST, 01-Feb-2026,44.1,44.0,44.5,43.0,43.0,43.1,43.36,84000,36.42,21, 84000, 100.00
GICRE, EQ, 01-Feb-2026,378.05,378.05,381.5,373.4,377.0,376.9,378.83,369292,1399.01,9589, 186260, 50.44
GILLANDERS, EQ, 01-Feb-2026,88.72,91.01,100.0,86.7,89.0,88.86,90.44,11573,10.47,160, 8746, 75.57
GILLETTE, EQ, 01-Feb-2026,8799.5,8750.0,8850.0,8604.0,8668.5,8717.0,8696.72,23831,2072.52,6771, 11073, 46.46
GILT10BETA, EQ, 01-Feb-2026,25.84,25.79,26.08,25.79,25.79,25.8,25.95,875,0.23,47, 847, 96.80
GILT5BETA, EQ, 01-Feb-2026,63.48,63.76,63.76,63.39,63.69,63.69,63.69,2127,1.35,12, 2073, 97.46
GILT5YBEES, EQ, 01-Feb-2026,63.74,64.15,64.79,63.47,63.48,63.53,63.9,234622,149.93,1037, 149422, 63.69
GINNIFILA, EQ, 01-Feb-2026,35.71,35.52,36.92,35.05,35.5,35.79,35.97,26267,9.45,467, 15939, 60.68
GIPCL, EQ, 01-Feb-2026,140.8,140.8,142.8,136.1,137.15,136.89,138.91,154420,214.5,2118, 79190, 51.28
GKENERGY, EQ, 01-Feb-2026,106.25,107.0,108.0,100.94,100.94,100.94,102.4,1293954,1325.02,7797, 574692, 44.41
GKSL, EQ, 01-Feb-2026,105.16,105.0,105.98,104.0,105.4,105.14,105.24,244745,257.57,3576, 100250, 40.96
GKWLIMITED, EQ, 01-Feb-2026,1696.5,1704.9,1735.0,1700.0,1700.0,1700.0,1723.88,113,1.95,8, 112, 99.12
GLAND, EQ, 01-Feb-2026,1846.6,1853.7,1868.6,1782.2,1822.0,1834.3,1831.38,67081,1228.51,8513, 19679, 29.34
GLAXO, EQ, 01-Feb-2026,2401.6,2421.4,2448.0,2372.2,2408.0,2408.4,2409.75,20797,501.16,3787, 7280, 35.01
GLENMARK, EQ, 01-Feb-2026,2015.9,2011.0,2011.0,1929.0,1936.0,1940.0,1969.59,377365,7432.55,18994, 89168, 23.63
GLFL, BE, 01-Feb-2026,4.44,4.26,4.4,4.26,4.4,4.4,4.37,1339,0.06,9, -, -
GLOBAL, BE, 01-Feb-2026,81.82,79.8,85.91,79.5,85.7,85.28,84.24,59635,50.24,343, -, -
GLOBALE, EQ, 01-Feb-2026,11.59,11.36,11.95,11.21,11.95,11.9,11.55,4480,0.52,67, 3858, 86.12
GLOBALVECT, EQ, 01-Feb-2026,171.34,174.0,176.12,165.0,168.0,168.02,170.61,8622,14.71,702, 4559, 52.88
GLOBE, EQ, 01-Feb-2026,2.58,2.69,2.75,2.6,2.61,2.63,2.68,309446,8.28,483, 225730, 72.95
GLOBECIVIL, EQ, 01-Feb-2026,52.06,51.2,54.47,51.2,52.2,52.86,52.79,35370,18.67,1509, 17139, 48.46
GLOBUSSPR, EQ, 01-Feb-2026,929.1,933.45,934.0,891.05,900.0,899.45,912.15,48516,442.54,3355, 22226, 45.81
GLOSTERLTD, EQ, 01-Feb-2026,599.95,617.0,617.0,587.15,590.0,591.75,595.1,606,3.61,66, 442, 72.94
GLOTTIS, EQ, 01-Feb-2026,50.37,51.39,51.39,49.5,50.3,50.4,50.17,156274,78.4,1905, 75676, 48.43
GMBREW, EQ, 01-Feb-2026,974.2,970.1,974.2,942.0,950.2,960.85,958.79,73892,708.47,4322, 23795, 32.20
GMDCLTD, EQ, 01-Feb-2026,577.75,560.0,618.0,556.0,575.0,577.5,590.08,9487279,55982.74,189629, 1171830, 12.35
GMMPFAUDLR, EQ, 01-Feb-2026,975.1,975.15,987.95,970.0,975.0,975.55,979.32,15182,148.68,1517, 7851, 51.71
GMRAIRPORT, EQ, 01-Feb-2026,93.89,94.0,94.3,88.01,89.81,89.8,91.38,6682227,6106.41,25323, 2674405, 40.02
GMRP&UI, EQ, 01-Feb-2026,100.67,101.1,104.81,100.8,101.9,102.91,102.82,1041759,1071.13,7074, 525831, 50.48
GNA, EQ, 01-Feb-2026,359.5,360.0,365.0,346.4,346.4,350.9,354.39,42998,152.38,1758, 22011, 51.19
GNFC, EQ, 01-Feb-2026,466.8,469.8,473.7,457.0,460.0,459.75,464.48,136754,635.2,7051, 52775, 38.59
GOACARBON, EQ, 01-Feb-2026,377.35,375.1,395.0,370.0,380.95,378.85,385.02,21315,82.07,1392, 4385, 20.57
GOCLCORP, EQ, 01-Feb-2026,265.6,265.6,268.45,253.1,254.1,258.35,260.22,15138,39.39,728, 8183, 54.06
GOCOLORS, EQ, 01-Feb-2026,387.65,388.0,398.0,378.0,392.0,391.3,390.87,181721,710.29,4762, 99880, 54.96
GODAVARIB, EQ, 01-Feb-2026,251.7,256.0,257.1,249.0,250.0,250.9,252.79,55079,139.23,1894, 22092, 40.11
GODFRYPHLP, EQ, 01-Feb-2026,2035.5,2050.0,2067.2,1981.0,1997.9,1995.2,2009.51,275645,5539.12,29203, 75165, 27.27
GODIGIT, EQ, 01-Feb-2026,324.55,322.1,326.0,316.1,322.0,320.6,321.02,38264,122.83,2442, 14501, 37.90
GODREJAGRO, EQ, 01-Feb-2026,533.55,535.75,542.8,517.8,518.6,519.25,530.76,86531,459.27,5999, 27521, 31.80
GODREJCP, EQ, 01-Feb-2026,1154.1,1159.7,1173.5,1142.7,1168.0,1161.1,1159.42,811518,9408.92,19657, 286905, 35.35
GODREJIND, EQ, 01-Feb-2026,974.1,975.95,984.0,962.15,982.0,980.05,976.61,23205,226.62,2861, 6621, 28.53
GODREJPROP, EQ, 01-Feb-2026,1576.8,1580.0,1584.6,1475.0,1506.0,1516.8,1522.77,1045646,15922.82,32341, 485991, 46.48
GOKEX, EQ, 01-Feb-2026,550.05,553.35,627.75,545.0,608.95,609.25,601.62,4513793,27155.71,101885, 775408, 17.18
GOKUL, EQ, 01-Feb-2026,36.15,36.13,37.23,35.51,35.99,36.06,36.26,17232,6.25,142, 12530, 72.71
GOKULAGRO, EQ, 01-Feb-2026,161.93,161.99,166.0,156.5,158.2,159.24,162.8,229321,373.33,4774, 81762, 35.65
GOLD1, EQ, 01-Feb-2026,130.15,133.4,133.4,116.57,122.5,121.68,120.97,11272667,13636.05,57031, 3623536, 32.14
GOLD360, EQ, 01-Feb-2026,153.1,140.1,149.5,136.7,148.9,146.75,143.74,355856,511.49,6872, 67614, 19.00
GOLDADD, EQ, 01-Feb-2026,155.29,155.29,155.29,135.55,143.7,141.39,142.66,1953563,2786.88,14850, 655202, 33.54
GOLDBEES, EQ, 01-Feb-2026,131.12,120.35,124.88,115.66,122.3,122.31,120.59,253578131,305784.45,776877, 84606013, 33.36
GOLDBETA, EQ, 01-Feb-2026,132.85,136.15,136.15,116.45,124.1,124.5,121.77,2983875,3633.43,23474, 1020105, 34.19
GOLDBND, EQ, 01-Feb-2026,164.46,158.57,163.7,140.8,151.96,152.98,152.71,262047,400.18,3124, 181474, 69.25
GOLDCASE, EQ, 01-Feb-2026,25.58,23.48,24.1,22.18,23.2,23.15,23.22,86947102,20185.48,99750, 30413371, 34.98
GOLDENTOBC, BZ, 01-Feb-2026,31.22,31.84,32.6,29.66,30.25,30.25,31.29,1512,0.47,53, -, -
GOLDETF, EQ, 01-Feb-2026,155.3,139.9,150.3,135.52,147.6,148.3,142.11,6863575,9754.03,40699, 2118785, 30.87
GOLDIAM, EQ, 01-Feb-2026,311.15,311.15,314.85,301.0,302.25,305.85,309.17,211209,653.01,6441, 84863, 40.18
GOLDIETF, EQ, 01-Feb-2026,139.62,128.83,130.39,119.56,129.0,129.59,125.4,41841359,52468.97,201481, 17251986, 41.23
GOLDSTAR, SM, 01-Feb-2026,4.7,4.5,4.9,4.5,4.9,4.9,4.7,22500,1.06,2, 11250, 50.00
GOLDTECH, EQ, 01-Feb-2026,44.96,46.08,47.59,43.1,43.15,44.04,44.81,25079,11.24,632, 12362, 49.29
GOODLUCK, EQ, 01-Feb-2026,1118.7,1123.7,1134.1,1050.0,1055.0,1060.7,1102.3,56217,619.68,4130, 27655, 49.19
GOPAL, EQ, 01-Feb-2026,300.1,304.05,307.3,297.15,299.2,299.2,300.4,50115,150.55,1154, 10517, 20.99
GOYALALUM, BE, 01-Feb-2026,7.82,7.99,7.99,7.51,7.7,7.66,7.65,143220,10.95,560, -, -
GOYALSALT, SM, 01-Feb-2026,141.05,139.0,139.0,120.05,134.05,134.05,134.42,6000,8.06,10, 4200, 70.00
GPECO, SM, 01-Feb-2026,319.45,327.0,333.0,318.5,320.5,320.75,324.61,13600,44.15,51, 9800, 72.06
GPIL, EQ, 01-Feb-2026,248.5,256.39,260.2,239.89,244.0,242.74,251.9,2825490,7117.45,27646, 1130398, 40.01
GPPL, EQ, 01-Feb-2026,167.04,167.04,168.49,162.28,163.7,163.8,165.33,713098,1178.99,11635, 241631, 33.88
GPTHEALTH, EQ, 01-Feb-2026,130.19,132.09,132.09,127.3,129.0,128.49,128.77,54820,70.59,1301, 32001, 58.37
GPTINFRA, EQ, 01-Feb-2026,104.1,106.0,106.0,101.0,101.2,101.42,102.53,209722,215.03,2284, 101010, 48.16
GRANULES, EQ, 01-Feb-2026,570.6,571.8,571.8,550.1,550.1,552.4,557.36,327476,1825.23,8646, 166931, 50.98
GRAPHISAD, SM, 01-Feb-2026,47.95,48.75,48.8,45.6,45.6,46.85,47.25,52800,24.95,39, 9600, 18.18
GRAPHITE, EQ, 01-Feb-2026,617.3,608.55,612.0,577.0,591.0,595.35,597.5,1010563,6038.09,36215, 253643, 25.10
GRASIM, EQ, 01-Feb-2026,2819.0,2820.0,2821.0,2716.2,2747.5,2737.6,2773.53,190200,5275.25,16763, 86039, 45.24
GRAVITA, EQ, 01-Feb-2026,1604.4,1609.7,1621.0,1507.3,1575.0,1561.8,1578.09,127428,2010.93,14237, 42951, 33.71
GRCL, SM, 01-Feb-2026,371.0,386.95,389.55,386.95,389.55,389.55,388.26,2250,8.74,8, 2000, 88.89
GREAVESCOT, EQ, 01-Feb-2026,163.25,163.35,166.99,160.0,163.0,163.8,164.46,555800,914.1,8587, 185097, 33.30
GREENCHEF, SM, 01-Feb-2026,44.6,45.95,49.0,45.5,45.5,45.5,47.02,15200,7.15,18, 12000, 78.95
GREENLAM, EQ, 01-Feb-2026,239.93,238.5,242.4,237.69,238.1,239.53,238.97,7813,18.67,392, 4584, 58.67
GREENLEAF, SM, 01-Feb-2026,138.7,147.0,147.0,138.7,144.7,144.7,144.07,6000,8.64,6, 2000, 33.33
GREENPANEL, EQ, 01-Feb-2026,229.09,226.99,232.07,218.18,227.0,223.75,226.02,121214,273.96,4533, 41442, 34.19
GREENPLY, EQ, 01-Feb-2026,225.1,225.11,227.79,221.65,225.4,225.89,225.84,45372,102.47,1917, 22038, 48.57
GREENPOWER, EQ, 01-Feb-2026,10.39,11.4,11.4,10.45,11.0,10.88,11.02,10258690,1131.01,17603, 2191985, 21.37
GRINDWELL, EQ, 01-Feb-2026,1543.4,1530.0,1541.3,1511.1,1521.9,1519.2,1526.82,7028,107.31,939, 4125, 58.69
GRINFRA, EQ, 01-Feb-2026,964.35,950.0,1033.9,950.0,965.0,967.35,997.07,108381,1080.63,7638, 57429, 52.99
GRMOVER, EQ, 01-Feb-2026,165.01,165.01,165.31,161.5,164.5,164.12,163.9,817460,1339.84,2038, 171171, 20.94
GROBTEA, EQ, 01-Feb-2026,900.65,900.65,930.7,892.3,895.3,895.3,912.16,69,0.63,20, 62, 89.86
GROWW, EQ, 01-Feb-2026,177.04,177.9,184.0,152.52,167.99,168.1,166.24,86592522,143954.75,441063, 21147163, 24.42
GROWWCAPM, EQ, 01-Feb-2026,9.79,9.79,9.82,9.0,9.34,9.3,9.41,2838584,267.15,7714, 1703979, 60.03
GROWWCHEM, EQ, 01-Feb-2026,27.82,27.94,28.36,27.1,27.21,27.31,27.87,64198,17.89,506, 58612, 91.30
GROWWDEFNC, EQ, 01-Feb-2026,81.99,82.99,85.0,74.1,77.55,76.95,80.67,5338322,4306.29,24886, 1610612, 30.17
GROWWEV, EQ, 01-Feb-2026,29.53,29.96,30.08,28.73,29.18,29.22,29.65,532576,157.91,3981, 366270, 68.77
GROWWGOLD, EQ, 01-Feb-2026,157.42,152.7,152.7,136.43,142.9,141.42,141.31,2837564,4009.85,31598, 1008063, 35.53
GROWWLIQID, EQ, 01-Feb-2026,107.7,107.71,107.71,107.7,107.71,107.7,107.7,984622,1060.47,326, 470645, 47.80
GROWWLOVOL, EQ, 01-Feb-2026,10.43,10.69,10.69,10.32,10.32,10.34,10.49,56699,5.95,315, 20478, 36.12
GROWWMC150, EQ, 01-Feb-2026,214.12,212.6,216.5,210.0,214.28,213.23,212.83,1786,3.8,83, 1020, 57.11
GROWWMETAL, EQ, 01-Feb-2026,11.3,11.23,11.23,10.1,10.92,10.86,10.84,2437914,264.19,6898, 1216568, 49.90
GROWWMOM50, EQ, 01-Feb-2026,10.12,10.19,10.29,9.75,10.0,9.94,10.0,438316,43.85,1334, 238815, 54.48
GROWWN200, EQ, 01-Feb-2026,11.36,11.36,11.46,11.09,11.25,11.21,11.33,179075,20.29,525, 95329, 53.23
GROWWNET, EQ, 01-Feb-2026,9.53,9.57,9.67,9.2,9.41,9.44,9.51,237596,22.6,916, 111997, 47.14
GROWWNIFTY, EQ, 01-Feb-2026,10.17,10.17,10.38,9.95,9.99,10.04,10.13,1104606,111.92,3194, 710107, 64.29
GROWWNXT50, EQ, 01-Feb-2026,67.78,68.79,68.79,66.25,66.5,66.72,67.41,10590,7.14,225, 6628, 62.59
GROWWPOWER, EQ, 01-Feb-2026,9.62,9.86,9.86,9.3,9.35,9.39,9.57,1157743,110.81,3091, 793531, 68.54
GROWWRAIL, EQ, 01-Feb-2026,34.42,35.28,35.8,32.25,32.79,32.85,34.27,8726274,2990.35,30147, 3322464, 38.07
GROWWRLTY, EQ, 01-Feb-2026,8.79,9.01,9.29,8.44,8.78,8.64,8.72,280588,24.47,1116, 186410, 66.44
GROWWSC250, EQ, 01-Feb-2026,9.09,9.27,9.27,8.81,9.01,8.94,8.98,305258,27.42,1103, 220502, 72.23
GROWWSLVR, EQ, 01-Feb-2026,300.55,294.0,294.0,257.99,257.99,257.99,263.15,447395,1177.32,9046, 403021, 90.08
GRPLTD, EQ, 01-Feb-2026,1745.0,1720.6,1734.0,1673.5,1680.1,1684.1,1699.11,704,11.96,177, 345, 49.01
GRSE, EQ, 01-Feb-2026,2764.2,2781.0,2844.9,2382.0,2525.0,2522.2,2664.53,4176738,111290.54,247519, 663961, 15.90
GRWRHITECH, EQ, 01-Feb-2026,3012.6,2950.0,3179.2,2900.0,2940.0,2953.5,3065.75,84705,2596.84,11383, 29464, 34.78
GSEC10ABSL, EQ, 01-Feb-2026,110.4,110.95,110.95,109.61,109.61,109.61,110.95,505,0.56,3, 503, 99.60
GSEC10IETF, EQ, 01-Feb-2026,259.49,259.5,259.5,258.0,259.48,259.48,259.25,143,0.37,12, 143, 100.00
GSEC10YEAR, EQ, 01-Feb-2026,29.65,29.68,29.68,29.36,29.51,29.51,29.51,15115,4.46,52, 12892, 85.29
GSEC5IETF, EQ, 01-Feb-2026,64.13,64.13,64.18,63.91,64.17,64.17,64.06,14577,9.34,52, 8566, 58.76
GSFC, EQ, 01-Feb-2026,184.49,185.33,186.32,175.1,175.99,177.16,181.76,870331,1581.93,13628, 372598, 42.81
GSLSU, BE, 01-Feb-2026,89.4,88.5,93.73,87.0,88.11,88.11,88.95,3684,3.28,58, -, -
GSMFOILS, SM, 01-Feb-2026,199.95,201.1,207.0,200.6,202.5,205.15,203.91,19500,39.76,35, 16000, 82.05
GSPL, EQ, 01-Feb-2026,304.6,300.0,304.6,297.1,301.4,298.85,300.98,290307,873.77,8391, 186962, 64.40
