SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
883GS2041, GS, 09-Feb-2026,113.45,113.6,113.71,111.5,111.5,111.5,112.16,12201,13.68,19, 12200, 99.99
92GS2030, GS, 09-Feb-2026,114.1,114.2,115.0,113.99,114.1,114.11,114.14,14314,16.34,25, 14114, 98.60
A2ZINFRA, EQ, 09-Feb-2026,14.0,14.04,14.5,13.9,14.25,14.22,14.2,293348,41.67,730, 170171, 58.01
AAATECH, BE, 09-Feb-2026,99.0,100.39,102.5,99.0,101.3,101.25,101.15,19885,20.11,287, -, -
AADHARHFC, EQ, 09-Feb-2026,474.7,474.85,479.95,473.4,476.55,477.5,477.99,311328,1488.11,12994, 189629, 60.91
AAKAAR, SM, 09-Feb-2026,51.0,51.0,51.0,51.0,51.0,51.0,51.0,3200,1.63,2, 3200, 100.00
AAKASH, EQ, 09-Feb-2026,7.8,7.68,8.14,7.68,7.77,7.81,7.85,81559,6.4,337, 61294, 75.15
AARADHYA, SM, 09-Feb-2026,115.0,115.0,115.0,115.0,115.0,115.0,115.0,1200,1.38,1, 1200, 100.00
AAREYDRUGS, EQ, 09-Feb-2026,67.18,67.18,70.5,67.0,69.5,69.73,69.5,97540,67.79,939, 60312, 61.83
AARON, EQ, 09-Feb-2026,163.22,164.31,166.04,162.61,164.0,164.67,164.31,9560,15.71,392, 6974, 72.95
AARTECH, EQ, 09-Feb-2026,46.08,46.6,52.39,46.01,48.1,48.5,48.93,115038,56.29,1538, 28756, 25.00
AARTIDRUGS, EQ, 09-Feb-2026,374.65,380.0,380.05,374.9,376.55,377.15,376.99,123205,464.47,5584, 65178, 52.90
AARTIIND, EQ, 09-Feb-2026,440.95,448.9,471.9,443.15,468.2,470.4,462.56,3345576,15475.29,72799, 1645018, 49.17
AARTIPHARM, EQ, 09-Feb-2026,776.8,785.0,799.8,771.1,799.0,794.75,787.57,210831,1660.44,13585, 101026, 47.92
AARTISURF, EQ, 09-Feb-2026,426.75,426.8,448.0,426.8,432.0,441.8,436.78,12265,53.57,971, 6902, 56.27
AARTISURF, P1, 09-Feb-2026,195.55,195.55,200.0,195.55,197.95,198.45,198.22,258,0.51,9, 106, 41.09
AARVI, EQ, 09-Feb-2026,130.97,130.97,134.0,129.0,129.3,131.07,132.18,29996,39.65,822, 19372, 64.58
AAVAS, EQ, 09-Feb-2026,1301.4,1305.2,1338.0,1282.5,1327.0,1328.0,1317.49,256422,3378.34,20411, 112359, 43.82
ABAN, BE, 09-Feb-2026,21.25,21.49,21.49,20.7,21.26,20.94,21.2,86519,18.34,392, -, -
ABB, EQ, 09-Feb-2026,5816.0,5845.0,5850.0,5748.0,5815.5,5815.5,5807.52,137449,7982.38,18100, 55604, 40.45
ABBOTINDIA, EQ, 09-Feb-2026,27365.0,27450.0,27700.0,27305.0,27475.0,27480.0,27469.58,10042,2758.49,3482, 7304, 72.73
ABCAPITAL, EQ, 09-Feb-2026,347.75,350.05,355.4,348.3,353.45,352.9,352.55,4187610,14763.4,55432, 1753414, 41.87
ABCOTS, EQ, 09-Feb-2026,427.75,430.8,440.0,420.0,430.0,438.25,432.79,15024,65.02,772, 3655, 24.33
ABDL, EQ, 09-Feb-2026,514.75,516.8,516.8,501.1,510.0,510.05,508.45,329117,1673.41,12858, 109911, 33.40
ABFRL, EQ, 09-Feb-2026,68.82,69.49,75.05,68.22,74.48,74.27,72.88,15609658,11376.63,54433, 6035712, 38.67
ABGSEC, EQ, 09-Feb-2026,113.06,111.62,111.72,111.55,111.6,111.61,111.62,5791,6.46,64, 5383, 92.95
ABHAPOWER, SM, 09-Feb-2026,32.9,33.0,33.0,33.0,33.0,33.0,33.0,3200,1.06,2, 1600, 50.00
ABINFRA, EQ, 09-Feb-2026,20.4,21.0,21.0,19.8,20.03,20.18,20.52,766408,157.29,1650, 440978, 57.54
ABLBL, EQ, 09-Feb-2026,111.18,111.31,115.53,111.31,114.75,114.96,114.56,1039349,1190.69,9317, 615103, 59.18
ABMINTLLTD, EQ, 09-Feb-2026,43.03,42.0,47.79,41.4,42.73,44.43,44.31,1438,0.64,30, 804, 55.91
ABREL, EQ, 09-Feb-2026,1351.9,1352.0,1457.4,1349.1,1412.5,1426.6,1418.17,418895,5940.66,27150, 146825, 35.05
ABSLAMC, EQ, 09-Feb-2026,813.0,815.0,825.0,810.2,818.45,819.7,818.27,97440,797.32,13499, 48977, 50.26
ABSLBANETF, EQ, 09-Feb-2026,61.33,63.17,63.17,61.47,61.81,61.84,61.92,108846,67.39,558, 101025, 92.81
ABSLLIQUID, EQ, 09-Feb-2026,999.99,1000.01,1000.01,999.99,999.99,999.99,999.99,4362,43.62,31, 2605, 59.72
ABSLNN50ET, EQ, 09-Feb-2026,72.15,72.36,72.96,72.01,72.36,72.65,72.57,18862,13.69,364, 13941, 73.91
ABSLPSE, EQ, 09-Feb-2026,10.68,10.5,10.81,10.5,10.61,10.63,10.67,673344,71.84,943, 330322, 49.06
ABSMARINE, SM, 09-Feb-2026,173.25,176.0,180.0,174.2,180.0,178.8,178.07,57000,101.5,85, 46500, 81.58
ACC, EQ, 09-Feb-2026,1667.4,1671.9,1709.8,1671.9,1705.0,1706.1,1695.41,131395,2227.69,9012, 66278, 50.44
ACCELYA, EQ, 09-Feb-2026,1274.2,1252.8,1267.5,1201.0,1206.6,1211.7,1227.2,80558,988.61,5952, 48243, 59.89
ACCENTMIC, SM, 09-Feb-2026,330.0,331.0,339.95,331.0,335.05,335.05,337.71,15500,52.35,29, 11500, 74.19
ACCPL, ST, 09-Feb-2026,66.6,66.7,68.5,66.7,67.05,67.05,67.53,10800,7.29,8, 10800, 100.00
ACCURACY, EQ, 09-Feb-2026,5.14,5.14,5.29,5.11,5.2,5.18,5.17,58214,3.01,407, 47501, 81.60
ACE, EQ, 09-Feb-2026,919.45,926.0,940.0,921.0,921.0,923.05,926.7,211355,1958.63,12298, 120675, 57.10
ACEINTEG, EQ, 09-Feb-2026,19.59,19.61,20.3,19.18,20.21,19.24,19.36,6851,1.33,86, 6067, 88.56
ACI, EQ, 09-Feb-2026,580.2,580.2,580.2,565.0,568.5,571.25,571.26,132700,758.06,7076, 59984, 45.20
ACL, EQ, 09-Feb-2026,58.56,58.02,60.48,58.02,60.29,60.0,59.22,21395,12.67,590, 10877, 50.84
ACMESOLAR, EQ, 09-Feb-2026,221.59,224.99,230.0,222.0,228.0,228.03,226.87,443783,1006.8,9514, 213972, 48.22
ACTIVEINFR, SM, 09-Feb-2026,170.0,170.0,170.0,170.0,170.0,170.0,170.0,600,1.02,1, 600, 100.00
ACUTAAS, EQ, 09-Feb-2026,1986.9,1987.1,2008.4,1976.5,2001.8,2002.7,1998.33,275789,5511.17,21700, 169789, 61.56
ADANIENSOL, EQ, 09-Feb-2026,1017.7,1023.8,1040.0,1023.3,1026.9,1032.5,1030.95,1002729,10337.66,26174, 465278, 46.40
ADANIENT, EQ, 09-Feb-2026,2226.4,2250.0,2288.0,2240.0,2250.4,2250.1,2261.5,1650899,37335.14,50286, 634947, 38.46
ADANIGREEN, EQ, 09-Feb-2026,971.85,985.0,996.25,976.45,982.0,982.65,982.29,1645440,16162.94,31363, 365936, 22.24
ADANIPORTS, EQ, 09-Feb-2026,1550.7,1575.9,1583.9,1554.5,1557.0,1561.7,1564.02,1761025,27542.78,54926, 810643, 46.03
ADANIPOWER, EQ, 09-Feb-2026,152.74,154.0,154.85,150.6,151.1,151.37,152.39,13739514,20938.17,81375, 5473531, 39.84
ADDICTIVE, SM, 09-Feb-2026,104.0,105.0,105.0,101.1,103.95,103.95,103.23,2500,2.58,5, 2000, 80.00
ADFFOODS, EQ, 09-Feb-2026,226.92,226.92,232.0,224.07,225.9,225.31,226.92,169785,385.28,3676, 78818, 46.42
ADL, EQ, 09-Feb-2026,71.54,70.84,76.89,70.7,72.0,71.06,71.58,1168,0.84,79, 764, 65.41
ADOR, EQ, 09-Feb-2026,1055.3,1055.3,1064.2,1045.0,1060.0,1060.2,1055.92,10577,111.68,1168, 7457, 70.50
ADROITINFO, EQ, 09-Feb-2026,10.05,10.05,10.4,9.92,10.05,10.14,10.11,160398,16.21,208, 144309, 89.97
ADSL, EQ, 09-Feb-2026,125.65,126.8,131.5,126.11,129.99,130.64,129.41,280991,363.64,3816, 138277, 49.21
ADVAIT, EQ, 09-Feb-2026,1642.1,1650.0,1773.1,1649.0,1730.0,1707.9,1713.7,65324,1119.46,7915, 28285, 43.30
ADVANCE, EQ, 09-Feb-2026,133.14,132.0,136.39,129.15,133.97,134.8,132.05,1322989,1746.99,6923, 759538, 57.41
ADVANIHOTR, EQ, 09-Feb-2026,56.01,55.6,57.19,55.6,57.19,56.94,56.51,57607,32.55,561, 46716, 81.09
ADVENTHTL, EQ, 09-Feb-2026,214.53,223.0,223.0,210.0,217.0,215.52,216.3,155856,337.12,3626, 66716, 42.81
ADVENZYMES, EQ, 09-Feb-2026,287.45,292.0,293.9,285.8,290.5,291.6,291.37,94759,276.1,3312, 55938, 59.03
AEGISLOG, EQ, 09-Feb-2026,690.75,690.75,726.3,690.75,721.7,723.5,714.87,458147,3275.17,24390, 193057, 42.14
AEGISVOPAK, EQ, 09-Feb-2026,217.81,218.49,220.89,214.28,217.1,218.86,217.71,508477,1107.02,10483, 187156, 36.81
AEQUS, EQ, 09-Feb-2026,140.18,148.69,148.75,143.15,144.0,144.22,145.4,2406987,3499.67,26390, 805418, 33.46
AEROENTER, EQ, 09-Feb-2026,79.6,80.31,82.8,80.19,81.61,82.32,81.57,196527,160.31,1208, 71118, 36.19
AEROFLEX, EQ, 09-Feb-2026,185.65,190.41,204.47,187.1,197.4,196.65,198.21,2569435,5092.93,29823, 964300, 37.53
AERON, SM, 09-Feb-2026,102.0,99.0,100.1,99.0,99.0,99.4,99.32,16000,15.89,12, 10000, 62.50
AERONEU, EQ, 09-Feb-2026,71.3,71.95,73.15,70.31,73.15,72.79,72.35,21020,15.21,1587, 1784, 8.49
AESTHETIK, SM, 09-Feb-2026,101.95,102.0,102.0,99.0,99.0,99.0,100.5,2000,2.01,2, 1000, 50.00
AETHER, EQ, 09-Feb-2026,1011.3,1012.0,1015.3,979.0,990.0,988.4,995.08,246198,2449.86,17057, 105189, 42.73
AFCONS, EQ, 09-Feb-2026,332.0,335.0,342.05,332.2,341.95,340.7,338.42,180853,612.04,6032, 97686, 54.01
AFFLE, EQ, 09-Feb-2026,1647.4,1654.0,1677.0,1635.0,1654.6,1649.8,1647.54,185722,3059.85,19319, 101282, 54.53
AFFORDABLE, EQ, 09-Feb-2026,189.69,189.7,208.8,189.7,201.35,203.38,201.77,66923,135.03,2098, 38144, 57.00
AFIL, EQ, 09-Feb-2026,5.42,5.44,5.59,4.98,5.04,5.01,5.17,1844460,95.29,3486, 1264682, 68.57
AFSL, EQ, 09-Feb-2026,202.79,202.0,220.0,202.0,217.0,213.23,210.96,21453,45.26,616, 12019, 56.02
AGARIND, EQ, 09-Feb-2026,704.15,705.95,723.0,701.1,722.0,720.15,718.25,16464,118.25,821, 11015, 66.90
AGARWALEYE, EQ, 09-Feb-2026,450.15,450.4,462.5,440.05,457.9,459.55,452.34,119960,542.63,7350, 47136, 39.29
AGARWALFT, SM, 09-Feb-2026,31.0,31.0,32.0,31.0,32.0,32.0,31.5,3000,0.95,2, 3000, 100.00
AGARWALTUF, SM, 09-Feb-2026,101.8,102.0,107.5,102.0,104.55,105.2,104.61,45600,47.7,33, 31200, 68.42
AGI, EQ, 09-Feb-2026,590.6,598.0,661.3,591.55,632.9,636.35,639.7,645912,4131.9,29042, 215643, 33.39
AGIIL, EQ, 09-Feb-2026,246.9,249.85,254.35,243.85,248.8,246.75,249.88,715179,1787.07,5030, 177051, 24.76
AGNI, SM, 09-Feb-2026,19.4,19.8,19.8,19.05,19.6,19.6,19.45,15000,2.92,5, 10000, 66.67
AGRITECH, BE, 09-Feb-2026,137.07,139.99,139.99,136.67,138.99,138.99,138.64,3394,4.71,30, -, -
AGROPHOS, EQ, 09-Feb-2026,35.54,36.1,36.4,35.32,35.92,35.68,35.89,14691,5.27,258, 9405, 64.02
AGSTRA, BZ, 09-Feb-2026,3.96,4.08,4.08,3.83,3.9,3.9,3.94,154399,6.09,454, -, -
AGUL, SM, 09-Feb-2026,70.3,69.6,73.5,69.6,73.5,73.5,70.58,22000,15.53,5, 22000, 100.00
AHCL, EQ, 09-Feb-2026,126.1,130.08,130.7,121.53,126.85,125.86,125.37,227304,284.98,3012, 96629, 42.51
AHLADA, EQ, 09-Feb-2026,49.44,50.49,53.0,50.03,52.5,51.95,51.72,12999,6.72,173, 8934, 68.73
AHLEAST, EQ, 09-Feb-2026,142.2,140.0,146.0,140.0,144.97,141.79,142.47,1357,1.93,44, 1087, 80.10
AHLUCONT, EQ, 09-Feb-2026,858.6,859.0,905.0,859.0,890.5,891.75,893.13,106087,947.5,7310, 68209, 64.30
AIAENG, EQ, 09-Feb-2026,3882.7,3904.9,4200.0,3850.0,4025.0,4070.4,4023.76,84312,3392.51,19323, 47712, 56.59
AIIL, EQ, 09-Feb-2026,505.2,505.95,508.0,494.0,502.9,499.5,498.64,343621,1713.45,13617, 175094, 50.96
AIMTRON, ST, 09-Feb-2026,842.5,850.0,884.6,850.0,875.25,879.1,876.73,32200,282.31,123, 28200, 87.58
AIRAN, EQ, 09-Feb-2026,14.87,14.91,15.25,14.51,15.13,14.84,15.02,120127,18.04,542, 84016, 69.94
AIROLAM, EQ, 09-Feb-2026,94.31,94.31,98.0,92.2,94.0,92.81,94.69,2354,2.23,120, 1595, 67.76
AISL, SM, 09-Feb-2026,72.6,73.0,75.95,73.0,75.95,74.45,73.13,13200,9.65,4, 13200, 100.00
AJANTPHARM, EQ, 09-Feb-2026,2852.7,2840.0,2877.7,2825.9,2858.0,2861.9,2857.49,58380,1668.2,14941, 34150, 58.50
AJAXENGG, EQ, 09-Feb-2026,499.7,509.95,510.3,498.3,508.3,500.5,503.27,105594,531.42,6100, 79717, 75.49
AJMERA, EQ, 09-Feb-2026,144.88,145.05,151.5,141.16,142.0,142.87,145.82,1045847,1525.09,10007, 700131, 66.94
AJOONI, EQ, 09-Feb-2026,4.93,4.92,5.5,4.88,5.1,5.07,5.13,1777688,91.12,2486, 668504, 37.61
AKANKSHA, SM, 09-Feb-2026,72.0,74.5,74.5,74.5,74.5,74.5,74.5,1000,0.75,1, 1000, 100.00
AKASH, EQ, 09-Feb-2026,24.35,24.89,26.0,24.89,25.18,24.94,25.16,21998,5.53,115, 13101, 59.56
AKG, EQ, 09-Feb-2026,14.52,14.81,14.81,14.51,14.58,14.58,14.58,57794,8.43,128, 47167, 81.61
AKI, EQ, 09-Feb-2026,6.58,6.74,6.74,6.28,6.5,6.61,6.58,36317,2.39,213, 23773, 65.46
AKIKO, ST, 09-Feb-2026,208.0,208.0,218.4,208.0,214.0,212.0,212.22,29600,62.82,28, 24000, 81.08
AKSHAR, EQ, 09-Feb-2026,0.51,0.51,0.52,0.51,0.52,0.51,0.51,446439,2.3,422, 243801, 54.61
AKSHARCHEM, EQ, 09-Feb-2026,219.43,220.38,224.9,219.0,224.9,224.18,221.83,1784,3.96,150, 1187, 66.54
AKSHOPTFBR, EQ, 09-Feb-2026,5.27,5.1,5.55,5.1,5.53,5.48,5.32,1754069,93.33,2326, 951566, 54.25
AKUMS, EQ, 09-Feb-2026,446.9,447.9,470.45,447.9,468.0,467.2,464.94,238644,1109.55,6316, 114982, 48.18
AKZOINDIA, EQ, 09-Feb-2026,2918.6,2918.6,2988.9,2890.0,2942.0,2975.5,2939.0,28351,833.24,7025, 11451, 40.39
ALANKIT, EQ, 09-Feb-2026,9.41,9.43,9.63,9.4,9.49,9.49,9.5,359483,34.16,918, 279417, 77.73
ALBERTDAVD, EQ, 09-Feb-2026,680.55,698.9,698.9,681.1,687.0,690.65,689.43,1550,10.69,265, 910, 58.71
ALCODIS, SM, 09-Feb-2026,79.0,79.95,79.95,79.0,79.0,79.0,79.63,1875,1.49,3, 1875, 100.00
ALEMBICLTD, EQ, 09-Feb-2026,97.12,97.57,99.89,97.57,99.15,98.89,98.94,300939,297.76,2406, 174116, 57.86
ALGOQUANT, EQ, 09-Feb-2026,58.72,59.25,60.49,58.1,59.29,58.89,59.37,738106,438.19,1964, 179385, 24.30
ALICON, EQ, 09-Feb-2026,719.3,712.8,815.9,707.65,785.0,790.5,776.62,19920,154.7,1650, 10796, 54.20
ALIVUS, EQ, 09-Feb-2026,932.45,932.45,946.75,919.6,940.0,938.4,932.47,79278,739.24,6801, 43966, 55.46
ALKALI, EQ, 09-Feb-2026,70.37,70.49,71.4,68.6,70.55,70.27,69.71,4848,3.38,157, 2686, 55.40
ALKEM, EQ, 09-Feb-2026,5684.0,5699.5,5800.0,5670.0,5736.0,5750.5,5748.9,227955,13104.91,20707, 163112, 71.55
ALKYLAMINE, EQ, 09-Feb-2026,1534.7,1547.2,1576.0,1544.7,1573.6,1571.3,1561.19,37559,586.37,6024, 18680, 49.74
ALLCARGO, EQ, 09-Feb-2026,10.14,10.2,10.34,9.96,10.0,10.01,10.19,5453089,555.55,8642, 3352656, 61.48
ALLDIGI, EQ, 09-Feb-2026,889.9,904.4,915.0,895.0,895.0,902.75,902.84,12563,113.42,995, 8924, 71.03
ALLETEC, SM, 09-Feb-2026,172.7,180.0,183.05,172.35,183.05,179.75,177.48,48000,85.19,101, 30800, 64.17
ALLTIME, EQ, 09-Feb-2026,237.37,242.1,247.78,242.0,246.0,244.33,244.77,29695,72.68,1004, 18506, 62.32
ALMONDZ, EQ, 09-Feb-2026,14.11,14.95,14.95,14.33,14.75,14.69,14.64,40416,5.92,330, 29347, 72.61
ALOKINDS, EQ, 09-Feb-2026,15.99,16.06,16.37,16.01,16.27,16.25,16.21,4954787,803.04,9717, 2330676, 47.04
ALPA, EQ, 09-Feb-2026,71.0,71.35,75.48,71.11,75.35,74.57,73.58,11673,8.59,384, 8504, 72.85
ALPEXSOLAR, SM, 09-Feb-2026,864.2,894.45,930.0,875.1,907.5,920.35,905.3,121400,1099.04,929, 68700, 56.59
ALPHA, EQ, 09-Feb-2026,47.62,47.62,48.59,47.62,48.5,48.5,48.33,1133696,547.93,3296, 768128, 67.75
ALPHAETF, EQ, 09-Feb-2026,25.03,25.58,25.82,25.14,25.44,25.48,25.41,791490,201.16,1215, 451249, 57.01
ALPHAGEO, EQ, 09-Feb-2026,224.2,225.0,226.94,217.2,221.0,223.05,222.48,7011,15.6,212, 3910, 55.77
ALPL30IETF, EQ, 09-Feb-2026,27.66,27.8,27.93,27.66,27.92,27.91,27.82,261312,72.71,1640, 134692, 51.54
ALUWIND, SM, 09-Feb-2026,61.0,59.0,62.0,58.0,60.75,60.75,60.1,7500,4.51,4, 6000, 80.00
AMAGI, EQ, 09-Feb-2026,376.55,378.95,389.9,377.05,387.0,386.8,384.22,477915,1836.23,27013, 300852, 62.95
AMANTA, EQ, 09-Feb-2026,104.73,104.73,106.49,103.64,106.4,106.05,105.59,24592,25.97,567, 16472, 66.98
AMBANIORGO, SM, 09-Feb-2026,119.9,125.85,125.85,125.85,125.85,125.85,125.85,12000,15.1,12, 12000, 100.00
AMBER, EQ, 09-Feb-2026,6640.0,6706.5,7064.5,6664.5,7022.0,7048.0,6906.63,549369,37942.87,55466, 174091, 31.69
