ISIN,TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
IN0020190073,2026-02-05,2026-02-05,CM,NSE,STK,10261,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15804.66,15804.66,15101.01,15749.99,15749.99,16181.34,,15749.99,,,10,156543.59,6,F1,1,,,,,
IN0020190107,2026-02-05,2026-02-05,CM,NSE,STK,12904,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15879.0,15999.09,15600.0,15874.65,15800.0,16480.87,,15874.65,,,182,2870022.91,54,F1,1,,,,,
IN0020190115,2026-02-05,2026-02-05,CM,NSE,STK,13209,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,16099.56,16300.8,15028.01,15699.0,15699.0,16219.71,,15699.0,,,72,1148520.07,26,F1,1,,,,,
IN0020180462,2026-02-05,2026-02-05,CM,NSE,STK,8308,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,15200.0,15610.0,15200.0,15599.0,15599.0,16155.37,,15599.25,,,35,536404.0,10,F1,1,,,,,
IN0020190370,2026-02-05,2026-02-05,CM,NSE,STK,13981,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,15600.0,15673.0,15600.0,15673.0,15673.0,16003.0,,15673.0,,,27,421346.0,3,F1,1,,,,,
IN0020180561,2026-02-05,2026-02-05,CM,NSE,STK,8766,SGBFEB27,GB,,,,,2.50%GOLDBONDS2027SR-VI,15200.0,18389.0,15200.0,18389.0,18389.0,16720.0,,18389.0,,,4,63989.0,2,F1,1,,,,,
IN0020190388,2026-02-05,2026-02-05,CM,NSE,STK,14252,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,15601.0,15719.0,15008.01,15699.99,15699.99,16101.4,,15699.99,,,17,264862.99,12,F1,1,,,,,
IN0020190461,2026-02-05,2026-02-05,CM,NSE,STK,15432,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,16113.16,16397.99,15878.0,15878.0,15878.0,16033.0,,15878.0,,,15,241342.47,9,F1,1,,,,,
IN0020200062,2026-02-05,2026-02-05,CM,NSE,STK,18862,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,15407.52,15768.7,15300.0,15656.02,15699.0,16218.44,,15655.95,,,530,8264277.6,194,F1,1,,,,,
IN0020200088,2026-02-05,2026-02-05,CM,NSE,STK,18972,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,15650.0,15885.0,15500.99,15645.19,15700.0,16160.81,,15645.19,,,252,3955407.39,58,F1,1,,,,,
IN0020200146,2026-02-05,2026-02-05,CM,NSE,STK,22242,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,15689.7,15849.0,15212.06,15652.65,15650.0,16199.85,,15647.92,,,760,11857182.06,120,F1,1,,,,,
IN0020190545,2026-02-05,2026-02-05,CM,NSE,STK,17664,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,16368.86,16368.86,15422.5,15422.5,15422.5,16373.07,,15422.5,,,12,188374.08,5,F1,1,,,,,
IN0020200161,2026-02-05,2026-02-05,CM,NSE,STK,22385,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,15989.7,15999.0,15551.0,15659.66,15697.99,16234.79,,15660.29,,,2330,36448780.27,543,F1,1,,,,,
IN0020200195,2026-02-05,2026-02-05,CM,NSE,STK,149,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,15501.0,15989.7,15454.06,15677.16,15739.0,16150.0,,15677.16,,,450,7049118.45,102,F1,1,,,,,
IN0020200203,2026-02-05,2026-02-05,CM,NSE,STK,834,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,15699.0,15798.99,15511.0,15670.82,15698.0,16141.13,,15670.82,,,224,3499810.93,27,F1,1,,,,,
IN0020190537,2026-02-05,2026-02-05,CM,NSE,STK,17110,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,15830.0,15830.0,15829.0,15829.0,15829.0,16499.0,,15829.0,,,7,110809.0,4,F1,1,,,,,
IN0020190552,2026-02-05,2026-02-05,CM,NSE,STK,18451,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,16000.0,16000.0,15500.0,15690.0,15690.0,16161.73,,15690.0,,,88,1378632.99,14,F1,1,,,,,
IN0020210111,2026-02-05,2026-02-05,CM,NSE,STK,5113,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,16200.0,16200.0,15450.0,15689.0,15700.0,16228.0,,15689.0,,,412,6442742.08,85,F1,1,,,,,
IN0020200377,2026-02-05,2026-02-05,CM,NSE,STK,1920,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,15997.0,15997.0,15400.0,15740.91,15600.0,16188.81,,15660.77,,,222,3473598.37,58,F1,1,,,,,
IN0020210129,2026-02-05,2026-02-05,CM,NSE,STK,5455,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,16201.0,16499.0,15751.0,15933.24,15900.0,16854.6,,15933.24,,,349,5578097.49,94,F1,1,,,,,
IN0020210228,2026-02-05,2026-02-05,CM,NSE,STK,7098,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,16201.0,16201.0,15611.0,15929.88,15930.0,16452.64,,15915.79,,,178,2816515.7,79,F1,1,,,,,
IN0020200385,2026-02-05,2026-02-05,CM,NSE,STK,2003,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,15999.0,15999.0,15550.0,15668.66,15698.0,16158.95,,15668.66,,,111,1738066.53,37,F1,1,,,,,
IN0020200393,2026-02-05,2026-02-05,CM,NSE,STK,2200,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,15426.0,16089.99,15426.0,15675.88,15615.0,16252.35,,15675.88,,,149,2335016.52,49,F1,1,,,,,
IN0020200427,2026-02-05,2026-02-05,CM,NSE,STK,2810,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,15992.0,15994.01,15550.0,15606.46,15719.0,16249.0,,15606.46,,,794,12442806.89,142,F1,1,,,,,
IN0020220045,2026-02-05,2026-02-05,CM,NSE,STK,10232,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,15664.79,16475.0,15664.79,15786.98,15800.0,16489.25,,15786.92,,,653,10364525.16,192,F1,1,,,,,
IN0020220078,2026-02-05,2026-02-05,CM,NSE,STK,11192,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,15801.0,16901.99,15749.0,16304.66,16300.0,16902.63,,16297.9,,,332,5360450.89,130,F1,1,,,,,
IN0020220110,2026-02-05,2026-02-05,CM,NSE,STK,13642,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,16449.0,17474.99,15339.04,16151.49,16198.0,16746.53,,16097.72,,,467,7453125.07,164,F1,1,,,,,
IN0020210236,2026-02-05,2026-02-05,CM,NSE,STK,7879,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,16000.0,16000.0,15525.03,15811.87,15880.0,16462.89,,15817.66,,,120,1902461.92,48,F1,1,,,,,
IN0020210319,2026-02-05,2026-02-05,CM,NSE,STK,8401,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,16000.0,16000.0,15750.0,15815.84,15800.0,16489.68,,15815.84,,,167,2651560.29,53,F1,1,,,,,
IN0020230069,2026-02-05,2026-02-05,CM,NSE,STK,17202,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,16210.13,16469.7,15305.01,16073.48,16149.0,16625.78,,16069.37,,,1725,27520288.56,435,F1,1,,,,,
IN0020230093,2026-02-05,2026-02-05,CM,NSE,STK,19456,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,16447.3,16447.3,15100.0,16231.13,16240.0,16655.55,,16226.53,,,3220,51480322.84,764,F1,1,,,,,
IN0020230168,2026-02-05,2026-02-05,CM,NSE,STK,22476,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,16489.7,16700.0,16250.01,16612.76,16700.0,17017.68,,16612.83,,,3541,58266533.41,741,F1,1,,,,,
IN0020220169,2026-02-05,2026-02-05,CM,NSE,STK,14598,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,16301.0,16350.0,15902.0,16117.6,16179.28,16544.85,,16117.6,,,464,7481030.83,127,F1,1,,,,,
IN0020230184,2026-02-05,2026-02-05,CM,NSE,STK,22886,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,17999.0,18147.7,17400.0,18044.0,17950.0,18444.49,,18049.69,,,2654,47236865.2,760,F1,1,,,,,
INE144J01027,2026-02-05,2026-02-05,CM,NSE,STK,16921,20MICRONS,EQ,,,,,20 MICRONS LTD,171.41,173.49,166.91,168.34,168.0,170.59,,168.35,,,101428,17114196.58,2721,F1,1,,,,,
INE253B01015,2026-02-05,2026-02-05,CM,NSE,STK,4,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,40.2,40.21,40.2,40.21,40.21,39.43,,41.24,,,981,39441.01,12,F1,1,,,,,
INE466L01038,2026-02-05,2026-02-05,CM,NSE,STK,13061,360ONE,EQ,,,,,360 ONE WAM LIMITED,1166.8,1171.9,1131.2,1140.8,1138.5,1166.1,,1140.8,,,879272,1002631877.5,35828,F1,1,,,,,
INF579M01BB5,2026-02-05,2026-02-05,CM,NSE,STK,30105,GOLD360,EQ,,,,,360ONEAMC - GOLD360,157.6,157.6,143.0,145.6,144.1,153.8,,145.61,,,767506,112528102.35,5468,F1,1,,,,,
INF579M01BC3,2026-02-05,2026-02-05,CM,NSE,STK,756150,SILVER360,EQ,,,,,360ONEAMC - SILVER360,254.89,254.89,233.2,242.56,241.79,272.19,,242.51,,,298670,72485875.84,6541,F1,1,,,,,
INE748C01038,2026-02-05,2026-02-05,CM,NSE,STK,6232,3IINFOLTD,EQ,,,,,3I INFOTECH LIMITED,15.4,15.49,15.2,15.32,15.37,15.49,,15.32,,,207391,3182843.11,915,F1,1,,,,,
INE470A01017,2026-02-05,2026-02-05,CM,NSE,STK,474,3MINDIA,EQ,,,,,3M INDIA LIMITED,35765.0,35855.0,35100.0,35450.0,35180.0,35765.0,,35449.6,,,3135,111207620.0,2137,F1,1,,,,,
INE105C01023,2026-02-05,2026-02-05,CM,NSE,STK,2595,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,36.2,36.4,34.65,35.13,35.11,34.65,,35.16,,,5739,205455.94,50,F1,1,,,,,
INE618L01018,2026-02-05,2026-02-05,CM,NSE,STK,445,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,338.1,339.2,330.25,333.9,332.95,341.25,,333.95,,,53843,17958330.8,2190,F1,1,,,,,
INE111B01023,2026-02-05,2026-02-05,CM,NSE,STK,11868,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,652.9,656.0,635.95,643.85,647.95,653.5,,643.85,,,75976,49238517.6,2635,F1,1,,,,,
INE261F07032,2026-02-05,2026-02-05,CM,NSE,STK,20034,764NABAR31,N2,,,,,7.64% TAX FREE TRI SRIIB,1155.0,1159.77,1155.0,1159.77,1159.77,1153.18,,1159.77,,,1298,1500925.53,7,F1,1,,,,,
INE031A07AO5,2026-02-05,2026-02-05,CM,NSE,STK,19928,764HUDCO31,N8,,,,,7.64% TAX FREETRI SR2B,1098.0,1108.0,1098.0,1108.0,1108.0,1095.5,,1110.0,,,32,35276.0,4,F1,1,,,,,
INE031A07AT4,2026-02-05,2026-02-05,CM,NSE,STK,19930,769HUDCO31,N9,,,,,7.69% TAX FREETRII SR2B,1104.5,1104.5,1100.6,1101.72,1101.6,1104.0,,1101.74,,,275,303139.85,12,F1,1,,,,,
INE020B07GH7,2026-02-05,2026-02-05,CM,NSE,STK,19924,812REC27,NI,,,,,8.12/8.32% TAX FREE NCD,1078.4,1078.4,1076.0,1076.0,1076.0,1076.83,,1076.0,,,115,123860.0,2,F1,1,,,,,
INE031A07840,2026-02-05,2026-02-05,CM,NSE,STK,31240,82HUDCO27,N2,,,,,8.20 NCD05MAR27 FV 1000,1107.0,1108.0,1107.0,1108.0,1108.0,1108.0,,1108.0,,,50,55390.0,2,F1,1,,,,,
INE733E07JG5,2026-02-05,2026-02-05,CM,NSE,STK,31762,866NTPC33,N3,,,,,8.66%S-R-NCD SERIES 3A,1300.0,1300.0,1289.9,1289.9,1289.9,1215.0,,1271.76,,,130,168091.0,2,F1,1,,,,,
INE774D08LU6,2026-02-05,2026-02-05,CM,NSE,STK,20046,872MMFSL26,N1,,,,,8.72% UNSECURED NCD,1014.0,1017.0,1014.0,1017.0,1017.0,1014.0,,1018.22,,,170,172395.0,7,F1,1,,,,,
INE906B07DF8,2026-02-05,2026-02-05,CM,NSE,STK,192,875NHAI29,N6,,,,,8.75% TAX FREE TR I S IIB,1175.19,1175.19,1165.0,1173.69,1173.69,1169.34,,1173.69,,,828,970228.01,16,F1,1,,,,,
INE031A07949,2026-02-05,2026-02-05,CM,NSE,STK,19968,876HUDCO28,ND,,,,,8.76% TAX FREETRI SR2B,1106.0,1106.0,1105.0,1105.0,1105.0,1110.0,,1103.21,,,115,127175.0,2,F1,1,,,,,
INE787H07370,2026-02-05,2026-02-05,CM,NSE,STK,20058,891IIFCL34,N4,,,,,8.91% TAX FREE NCD,1230.0,1230.0,1224.5,1224.5,1224.5,1226.0,,1224.5,,,180,221247.8,8,F1,1,,,,,
INE733E07JJ9,2026-02-05,2026-02-05,CM,NSE,STK,31768,891NTPC33,N6,,,,,8.91%S-R-NCD SERIES 3B,1230.0,1230.0,1225.5,1225.5,1225.5,1225.8,,1228.0,,,182,223708.49,13,F1,1,,,,,
INE134E07463,2026-02-05,2026-02-05,CM,NSE,STK,20028,892PFCL33,N8,,,,,8.92% TAX FREE NCD,1236.1,1236.1,1236.0,1236.0,1236.0,1235.05,,1236.0,,,100,123600.8,4,F1,1,,,,,
INE774D08MA6,2026-02-05,2026-02-05,CM,NSE,STK,20048,9MMFSML,N2,,,,,9.00% UNSECURED NCD,1058.0,1058.0,1058.0,1058.0,1058.0,1058.0,,1058.0,,,201,212658.0,5,F1,1,,,,,
INE031A07AB2,2026-02-05,2026-02-05,CM,NSE,STK,19970,901HUDCO34,NE,,,,,9.01% TAX FREETRII SR3B,1250.0,1250.0,1243.99,1243.99,1243.99,1245.0,,1243.99,,,29,36120.89,8,F1,1,,,,,
INE08PH01015,2026-02-05,2026-02-05,CM,NSE,STK,759130,ABCOTS,EQ,,,,,A B COTSPIN INDIA LIMITED,427.0,427.6,411.1,424.25,419.0,415.2,,424.15,,,19776,8362104.35,491,F1,1,,,,,
INE00YB01025,2026-02-05,2026-02-05,CM,NSE,STK,27020,ABINFRA,EQ,,,,,A B INFRABUILD LIMITED,19.8,21.05,19.3,20.99,21.0,19.14,,20.99,,,4835943,100917286.34,2754,F1,1,,,,,
INE0O6N01012,2026-02-05,2026-02-05,CM,NSE,STK,15147,AGUL,SM,,,,,A G UNIVERSAL LIMITED,74.0,74.0,73.9,73.95,73.9,74.0,,73.95,,,26000,1922800.0,5,F1,2000,,,,,
INE619I01012,2026-02-05,2026-02-05,CM,NSE,STK,20906,A2ZINFRA,EQ,,,,,A2Z INFRA ENGINEERING LTD,14.5,14.79,14.11,14.25,14.2,14.56,,14.25,,,157932,2283695.4,493,F1,1,,,,,
INE0D0U01013,2026-02-05,2026-02-05,CM,NSE,STK,12542,AAATECH,BE,,,,,AAA TECHNOLOGIES LIMITED,103.0,103.0,99.08,101.01,101.2,102.15,,101.05,,,8828,890273.55,127,F1,1,,,,,
INE883F01010,2026-02-05,2026-02-05,CM,NSE,STK,23729,AADHARHFC,EQ,,,,,AADHAR HOUSING FINANCE L,476.0,476.0,472.2,472.55,472.7,472.6,,472.55,,,253725,120074846.15,5869,F1,1,,,,,
INE1GYP01013,2026-02-05,2026-02-05,CM,NSE,STK,757579,AAKAAR,SM,,,,,AAKAAR MEDICAL TECHNO LTD,52.0,52.0,51.0,51.0,51.0,53.35,,51.0,,,28800,1470400.0,4,F1,1600,,,,,
INE087Z01024,2026-02-05,2026-02-05,CM,NSE,STK,235,AAKASH,EQ,,,,,AAKASH EXPLORATION SER L,7.93,8.02,7.8,7.91,7.93,7.88,,7.91,,,43653,344802.0,252,F1,1,,,,,
INE124401014,2026-02-05,2026-02-05,CM,NSE,STK,758120,AARADHYA,SM,,,,,AARADHYA DISPOSAL INDUS L,116.0,116.0,114.0,114.0,114.0,117.45,,114.0,,,3600,414000.0,3,F1,1200,,,,,
INE198H01019,2026-02-05,2026-02-05,CM,NSE,STK,5245,AAREYDRUGS,EQ,,,,,AAREY DRUGS & PHARM LTD,64.95,66.8,62.27,65.61,66.4,62.78,,65.61,,,100381,6511080.45,918,F1,1,,,,,
INE721Z01010,2026-02-05,2026-02-05,CM,NSE,STK,1030,AARON,EQ,,,,,AARON INDUSTRIES LIMITED,163.3,167.93,160.0,164.16,165.0,163.3,,164.16,,,12912,2131133.17,697,F1,1,,,,,
INE01C001026,2026-02-05,2026-02-05,CM,NSE,STK,17145,AARTECH,EQ,,,,,AARTECH SOLONICS LIMITED,48.75,49.32,45.71,46.28,46.06,47.7,,46.3,,,22785,1079089.15,515,F1,1,,,,,
INE767A01016,2026-02-05,2026-02-05,CM,NSE,STK,4481,AARTIDRUGS,EQ,,,,,AARTI DRUGS LTD.,370.95,377.85,366.05,374.9,375.6,370.9,,374.9,,,248659,92767612.95,9156,F1,1,,,,,
INE769A01020,2026-02-05,2026-02-05,CM,NSE,STK,7,AARTIIND,EQ,,,,,AARTI INDUSTRIES LTD,442.9,456.4,439.05,453.6,452.85,442.9,,453.6,,,2812963,1261187813.8,51345,F1,1,,,,,
INE0LRU01027,2026-02-05,2026-02-05,CM,NSE,STK,13868,AARTIPHARM,EQ,,,,,AARTI PHARMALABS LIMITED,776.65,789.8,772.55,783.35,782.9,776.65,,783.35,,,73468,57435454.45,7135,F1,1,,,,,
INE09EO01013,2026-02-05,2026-02-05,CM,NSE,STK,19233,AARTISURF,EQ,,,,,AARTI SURFACTANTS LIMITED,422.05,429.7,420.0,421.35,420.0,429.25,,421.45,,,6177,2615246.55,457,F1,1,,,,,
INE754X01016,2026-02-05,2026-02-05,CM,NSE,STK,19073,AARVI,EQ,,,,,AARVI ENCON LIMITED,131.2,131.3,127.35,127.77,127.5,129.1,,127.77,,,14733,1898154.9,1041,F1,1,,,,,
INE0OB201016,2026-02-05,2026-02-05,CM,NSE,STK,16961,AATMAJ,SM,,,,,AATMAJ HEALTHCARE LIMITED,23.5,23.5,21.75,21.75,21.75,20.75,,21.75,,,6000,136500.0,3,F1,2000,,,,,
INE216P01012,2026-02-05,2026-02-05,CM,NSE,STK,5385,AAVAS,EQ,,,,,AAVAS FINANCIERS LIMITED,1427.9,1430.0,1375.0,1379.5,1381.4,1420.2,,1379.45,,,134525,186771348.5,16055,F1,1,,,,,
INE421A01028,2026-02-05,2026-02-05,CM,NSE,STK,7759,ABAN,BE,,,,,ABAN OFFSHORE LTD.,21.63,21.63,20.52,20.63,20.56,21.22,,20.74,,,74340,1560556.25,451,F1,1,,,,,
INE00ZE01026,2026-02-05,2026-02-05,CM,NSE,STK,13288,AFSL,EQ,,,,,ABANS FINANCIAL SRVCS LTD,201.11,202.19,201.0,201.32,201.5,201.74,,201.3,,,2654,534189.08,69,F1,1,,,,,
INE117A01022,2026-02-05,2026-02-05,CM,NSE,STK,13,ABB,EQ,,,,,ABB INDIA LIMITED,5750.0,5840.5,5663.0,5770.0,5749.0,5755.0,,5770.0,,,205411,1185272753.0,24768,F1,1,,,,,
INE358A01014,2026-02-05,2026-02-05,CM,NSE,STK,17903,ABBOTINDIA,EQ,,,,,ABBOTT INDIA LIMITED,27200.0,27300.0,26865.0,27215.0,27110.0,27100.0,,27215.5,,,3371,91383520.0,2381,F1,1,,,,,
INE860H07IP2,2026-02-05,2026-02-05,CM,NSE,STK,755940,78ABCL33,N1,,,,,ABCL 7.8% SR V,1030.0,1030.0,1030.0,1030.0,1030.0,996.25,,1030.0,,,6,6180.0,1,F1,1,,,,,
INE0CAJ01017,2026-02-05,2026-02-05,CM,NSE,STK,4626,AILIMITED,SM,,,,,ABHISHEK INTEGRATIONS LTD,25.0,25.0,25.0,25.0,25.0,24.9,,25.0,,,1500,37500.0,1,F1,1500,,,,,
INE251C01025,2026-02-05,2026-02-05,CM,NSE,STK,5549,ABMINTLLTD,EQ,,,,,ABM INTERNATIONAL LTD,39.2,47.04,39.2,41.75,41.82,39.2,,41.75,,,4872,210756.86,118,F1,1,,,,,
INE0QRV01016,2026-02-05,2026-02-05,CM,NSE,STK,23783,ABSMARINE,SM,,,,,ABS MARINE SERVICES LTD,174.05,178.0,173.0,176.8,178.0,174.05,,176.8,,,27500,4826775.0,47,F1,500,,,,,
INE012A01025,2026-02-05,2026-02-05,CM,NSE,STK,22,ACC,EQ,,,,,ACC LIMITED,1694.0,1694.0,1668.0,1676.2,1673.0,1692.1,,1676.2,,,87906,147383308.4,7994,F1,1,,,,,
INE793A01012,2026-02-05,2026-02-05,CM,NSE,STK,7053,ACCELYA,EQ,,,,,ACCELYA SOLN INDIA LTD,1377.5,1382.5,1360.0,1365.3,1363.0,1377.5,,1367.35,,,83054,113685218.2,3914,F1,1,,,,,
INE0Q5D01013,2026-02-05,2026-02-05,CM,NSE,STK,20488,ACCENTMIC,SM,,,,,ACCENT MICROCELL LIMITED,330.5,333.0,321.0,322.7,322.0,333.25,,322.7,,,16000,5198825.0,31,F1,500,,,,,
INE0T8T01010,2026-02-05,2026-02-05,CM,NSE,STK,757024,ACCPL,ST,,,,,ACCRETION PHARMA LIMITED,71.0,71.0,69.6,69.6,69.6,73.2,,69.6,,,2400,168720.0,2,F1,1200,,,,,
INE648Z01023,2026-02-05,2026-02-05,CM,NSE,STK,1465,ACCURACY,EQ,,,,,ACCURACY SHIPPING LIMITED,5.26,5.4,5.01,5.19,5.24,5.19,,5.19,,,94314,490075.3,691,F1,1,,,,,
INE543V01017,2026-02-05,2026-02-05,CM,NSE,STK,11779,ACEINTEG,EQ,,,,,ACE INTEGRATED SOLU. LTD.,19.89,20.98,19.31,19.78,19.77,19.38,,19.78,,,1602,31730.78,47,F1,1,,,,,
INE622W01025,2026-02-05,2026-02-05,CM,NSE,STK,27061,ACMESOLAR,EQ,,,,,ACME SOLAR HOLDINGS LTD,229.0,229.7,225.5,227.11,227.5,228.73,,227.1,,,743878,168972650.78,17853,F1,1,,,,,
INE731H01025,2026-02-05,2026-02-05,CM,NSE,STK,13587,ACE,EQ,,,,,ACTION CONST EQUIP LTD,877.05,898.5,861.45,895.2,897.0,875.5,,895.2,,,292064,258583374.4,19492,F1,1,,,,,
INE00FF01025,2026-02-05,2026-02-05,CM,NSE,STK,5578,ACUTAAS,EQ,,,,,ACUTAAS CHEMICALS LIMITED,1988.7,1990.0,1948.0,1980.5,1978.0,1988.7,,1980.75,,,226426,446985639.3,23968,F1,1,,,,,
INE931S01010,2026-02-05,2026-02-05,CM,NSE,STK,10217,ADANIENSOL,EQ,,,,,ADANI ENERGY SOLUTION LTD,980.0,1016.5,980.0,1011.45,1013.0,988.15,,1011.45,,,1770119,1771573520.75,47806,F1,1,,,,,
INE423A01024,2026-02-05,2026-02-05,CM,NSE,STK,25,ADANIENT,EQ,,,,,ADANI ENTERPRISES LIMITED,2232.0,2243.7,2210.0,2236.6,2232.6,2228.2,,2236.6,,,992382,2207995419.7,42025,F1,1,,,,,
INE364U01010,2026-02-05,2026-02-05,CM,NSE,STK,3563,ADANIGREEN,EQ,,,,,ADANI GREEN ENERGY LTD,954.0,972.0,951.45,967.15,966.0,954.45,,967.15,,,3102511,2989906184.65,60973,F1,1,,,,,
INE742F01042,2026-02-05,2026-02-05,CM,NSE,STK,15083,ADANIPORTS,EQ,,,,,ADANI PORT & SEZ LTD,1568.0,1577.7,1548.6,1570.2,1566.5,1567.9,,1570.25,,,3285127,5139349516.5,87496,F1,1,,,,,
INE814H01029,2026-02-05,2026-02-05,CM,NSE,STK,17388,ADANIPOWER,EQ,,,,,ADANI POWER LTD,155.29,156.9,151.1,153.45,152.75,155.29,,153.45,,,26958184,4129482812.62,123395,F1,1,,,,,
