ISIN,TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
IN0020200088,2026-02-10,2026-02-10,CM,NSE,STK,18972,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,15834.35,15889.0,15697.0,15711.46,15702.0,15755.58,,15711.46,,,133,2091455.35,29,F1,1,,,,,
IN0020200146,2026-02-10,2026-02-10,CM,NSE,STK,22242,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,15879.0,15879.0,15316.0,15828.51,15800.0,15715.09,,15828.1,,,795,12541766.45,140,F1,1,,,,,
IN0020190545,2026-02-10,2026-02-10,CM,NSE,STK,17664,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,15508.0,15899.0,15508.0,15797.0,15797.0,15651.0,,15797.0,,,180,2814660.99,29,F1,1,,,,,
IN0020200161,2026-02-10,2026-02-10,CM,NSE,STK,22385,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,16184.89,16184.89,15761.01,15850.98,15800.0,15867.54,,15850.91,,,1336,21153258.37,237,F1,1,,,,,
IN0020200195,2026-02-10,2026-02-10,CM,NSE,STK,149,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,15759.78,15900.0,15750.0,15820.7,15821.0,15759.78,,15820.7,,,470,7424515.29,94,F1,1,,,,,
IN0020200203,2026-02-10,2026-02-10,CM,NSE,STK,834,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,16024.98,16024.98,15710.76,15791.27,15824.0,15710.76,,15792.75,,,55,868964.12,20,F1,1,,,,,
IN0020190537,2026-02-10,2026-02-10,CM,NSE,STK,17110,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,15998.0,15998.0,15624.0,15998.0,15998.0,15798.99,,15998.0,,,11,174036.0,6,F1,1,,,,,
IN0020190552,2026-02-10,2026-02-10,CM,NSE,STK,18451,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,15607.01,15828.0,15607.01,15808.55,15828.0,15502.01,,15808.55,,,36,568269.05,9,F1,1,,,,,
IN0020210111,2026-02-10,2026-02-10,CM,NSE,STK,5113,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,15706.04,15850.0,15706.04,15726.05,15727.0,15702.88,,15726.05,,,112,1768627.03,32,F1,1,,,,,
IN0020200377,2026-02-10,2026-02-10,CM,NSE,STK,1920,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,15737.0,15799.99,15715.0,15764.42,15774.0,15759.42,,15764.42,,,336,5297951.38,41,F1,1,,,,,
IN0020210129,2026-02-10,2026-02-10,CM,NSE,STK,5455,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,15999.0,16001.0,15990.0,16001.0,16001.0,15963.39,,16001.0,,,78,1247794.99,21,F1,1,,,,,
IN0020210228,2026-02-10,2026-02-10,CM,NSE,STK,7098,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,16162.0,16162.0,15746.0,15802.0,15802.0,15810.57,,15802.0,,,121,1911703.0,38,F1,1,,,,,
IN0020200385,2026-02-10,2026-02-10,CM,NSE,STK,2003,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,15760.0,15848.0,15686.0,15744.81,15848.0,15760.0,,15744.81,,,101,1590912.7,18,F1,1,,,,,
IN0020200393,2026-02-10,2026-02-10,CM,NSE,STK,2200,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,15738.42,15775.0,15693.47,15753.17,15753.0,15772.33,,15761.98,,,214,3369696.04,40,F1,1,,,,,
IN0020200427,2026-02-10,2026-02-10,CM,NSE,STK,2810,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,16199.0,16199.0,15705.0,15782.64,15801.0,15779.1,,15782.64,,,177,2794703.78,53,F1,1,,,,,
IN0020220045,2026-02-10,2026-02-10,CM,NSE,STK,10232,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,16371.0,16371.0,15871.0,15950.05,16010.01,16050.0,,15947.27,,,101,1621436.32,28,F1,1,,,,,
IN0020220078,2026-02-10,2026-02-10,CM,NSE,STK,11192,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,16195.07,16599.0,15936.21,16018.13,16020.0,16195.07,,16019.02,,,274,4406770.93,65,F1,1,,,,,
IN0020220110,2026-02-10,2026-02-10,CM,NSE,STK,13642,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,15901.0,16189.28,15521.0,16099.99,16099.99,16133.63,,16104.74,,,290,4640234.71,96,F1,1,,,,,
IN0020210236,2026-02-10,2026-02-10,CM,NSE,STK,7879,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,15800.0,15899.0,15735.0,15842.54,15849.0,15824.13,,15842.54,,,129,2039621.87,52,F1,1,,,,,
IN0020210319,2026-02-10,2026-02-10,CM,NSE,STK,8401,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,15866.01,15945.0,15730.01,15878.51,15812.02,15864.23,,15878.51,,,154,2441623.08,50,F1,1,,,,,
IN0020230069,2026-02-10,2026-02-10,CM,NSE,STK,17202,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,16162.05,16242.86,16000.0,16088.54,16123.0,16162.05,,16087.72,,,1591,25593380.19,356,F1,1,,,,,
IN0020230093,2026-02-10,2026-02-10,CM,NSE,STK,19456,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,16264.15,16347.98,15416.57,16090.83,16105.0,16264.15,,16091.78,,,3229,51496117.46,654,F1,1,,,,,
IN0020230168,2026-02-10,2026-02-10,CM,NSE,STK,22476,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,16506.2,16975.0,16250.0,16382.26,16400.0,16536.08,,16382.11,,,1966,32262671.01,482,F1,1,,,,,
IN0020220169,2026-02-10,2026-02-10,CM,NSE,STK,14598,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,16198.99,16198.99,15900.01,16039.98,16097.0,16083.5,,16063.57,,,531,8510021.65,112,F1,1,,,,,
IN0020230184,2026-02-10,2026-02-10,CM,NSE,STK,22886,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,18300.0,18300.0,17900.01,17940.08,17958.95,18146.79,,17939.47,,,1031,18592566.03,329,F1,1,,,,,
INE144J01027,2026-02-10,2026-02-10,CM,NSE,STK,16921,20MICRONS,EQ,,,,,20 MICRONS LTD,183.87,184.64,180.36,181.73,181.25,183.87,,181.75,,,56973,10365493.19,1856,F1,1,,,,,
INE253B01015,2026-02-10,2026-02-10,CM,NSE,STK,4,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,40.39,40.39,39.5,39.5,39.51,39.88,,40.13,,,1326,53292.87,35,F1,1,,,,,
INE466L01038,2026-02-10,2026-02-10,CM,NSE,STK,13061,360ONE,EQ,,,,,360 ONE WAM LIMITED,1138.0,1170.3,1124.0,1162.4,1160.9,1138.3,,1162.4,,,1057832,1213451680.8,29368,F1,1,,,,,
INF579M01BB5,2026-02-10,2026-02-10,CM,NSE,STK,30105,GOLD360,EQ,,,,,360ONEAMC - GOLD360,150.75,151.95,148.35,150.55,150.9,151.35,,150.55,,,76815,11554516.7,1226,F1,1,,,,,
INF579M01BC3,2026-02-10,2026-02-10,CM,NSE,STK,756150,SILVER360,EQ,,,,,360ONEAMC - SILVER360,255.69,259.7,246.78,251.43,248.01,253.05,,251.43,,,129675,32487026.71,2874,F1,1,,,,,
INE748C01038,2026-02-10,2026-02-10,CM,NSE,STK,6232,3IINFOLTD,EQ,,,,,3I INFOTECH LIMITED,15.74,16.44,15.57,16.22,16.2,15.54,,16.22,,,552473,8903805.28,1970,F1,1,,,,,
INE470A01017,2026-02-10,2026-02-10,CM,NSE,STK,474,3MINDIA,EQ,,,,,3M INDIA LIMITED,36500.0,38030.0,36375.0,37635.0,37645.0,36485.0,,37637.85,,,11004,414107310.0,6619,F1,1,,,,,
INE105C01023,2026-02-10,2026-02-10,CM,NSE,STK,2595,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,35.49,35.49,34.5,35.17,35.3,35.49,,35.17,,,2747,96474.91,122,F1,1,,,,,
INE618L01018,2026-02-10,2026-02-10,CM,NSE,STK,445,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,344.35,344.45,337.25,339.1,338.0,340.8,,339.1,,,31824,10859248.4,1307,F1,1,,,,,
INE111B01023,2026-02-10,2026-02-10,CM,NSE,STK,11868,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,714.7,731.8,698.0,724.85,716.5,709.85,,724.7,,,218085,157511687.4,6380,F1,1,,,,,
INE020B07JU4,2026-02-10,2026-02-10,CM,NSE,STK,19926,743REC35,NH,,,,,7.43% TAX FREE TRI SR3B,1170.0,1170.0,1152.1,1152.1,1152.1,1170.0,,1152.1,,,215,249776.41,6,F1,1,,,,,
INE031A07865,2026-02-10,2026-02-10,CM,NSE,STK,29312,751HUDCO28,N5,,,,,7.51 NCD 16FEB28 TR1 SR2,1039.99,1039.99,1034.06,1039.88,1039.88,1037.99,,1039.88,,,603,627096.93,11,F1,1,,,,,
INE031A07AO5,2026-02-10,2026-02-10,CM,NSE,STK,19928,764HUDCO31,N8,,,,,7.64% TAX FREETRI SR2B,1097.0,1097.0,1096.05,1096.05,1096.05,1104.4,,1096.88,,,100,109624.0,3,F1,1,,,,,
INE020B07GH7,2026-02-10,2026-02-10,CM,NSE,STK,19924,812REC27,NI,,,,,8.12/8.32% TAX FREE NCD,1076.0,1082.99,1076.0,1077.0,1077.0,1076.0,,1077.0,,,410,441479.9,5,F1,1,,,,,
INE031A07840,2026-02-10,2026-02-10,CM,NSE,STK,31240,82HUDCO27,N2,,,,,8.20 NCD05MAR27 FV 1000,1115.0,1115.0,1105.0,1105.0,1105.0,1108.0,,1106.5,,,600,665200.0,5,F1,1,,,,,
INE134E07208,2026-02-10,2026-02-10,CM,NSE,STK,20022,830PFCL27,N5,,,,,8.30% TAX FREE NCD,1054.99,1059.9,1054.99,1059.9,1059.9,1055.0,,1059.9,,,2,2114.89,2,F1,1,,,,,
INE733E07JG5,2026-02-10,2026-02-10,CM,NSE,STK,31762,866NTPC33,N3,,,,,8.66%S-R-NCD SERIES 3A,1290.0,1290.0,1290.0,1290.0,1290.0,1289.99,,1317.0,,,20,25800.0,1,F1,1,,,,,
INE774D08LU6,2026-02-10,2026-02-10,CM,NSE,STK,20046,872MMFSL26,N1,,,,,8.72% UNSECURED NCD,1017.44,1017.44,1010.0,1010.02,1010.02,1018.69,,1010.02,,,236,238431.76,6,F1,1,,,,,
INE733E07JI1,2026-02-10,2026-02-10,CM,NSE,STK,31766,873NTPC28,N5,,,,,8.73%S-R-NCD SERIES 2B,1099.0,1099.0,1099.0,1099.0,1099.0,1099.0,,1099.0,,,140,153860.0,5,F1,1,,,,,
INE906B07DF8,2026-02-10,2026-02-10,CM,NSE,STK,192,875NHAI29,N6,,,,,8.75% TAX FREE TR I S IIB,1176.1,1178.3,1170.5,1178.3,1178.3,1175.9,,1175.87,,,6310,7418725.5,15,F1,1,,,,,
INE031A07949,2026-02-10,2026-02-10,CM,NSE,STK,19968,876HUDCO28,ND,,,,,8.76% TAX FREETRI SR2B,1103.0,1104.4,1103.0,1104.0,1104.0,1104.0,,1104.0,,,974,1074736.2,7,F1,1,,,,,
INE787H07370,2026-02-10,2026-02-10,CM,NSE,STK,20058,891IIFCL34,N4,,,,,8.91% TAX FREE NCD,1230.0,1230.0,1224.0,1227.0,1227.0,1230.0,,1227.0,,,259,317802.0,9,F1,1,,,,,
INE733E07JJ9,2026-02-10,2026-02-10,CM,NSE,STK,31768,891NTPC33,N6,,,,,8.91%S-R-NCD SERIES 3B,1226.0,1230.0,1226.0,1227.0,1227.0,1226.98,,1227.1,,,776,952850.34,16,F1,1,,,,,
INE848E07567,2026-02-10,2026-02-10,CM,NSE,STK,31487,892NHPC33,N6,,,,,8.92% SEC RED BOND S3B,1301.99,1302.0,1301.99,1302.0,1302.0,1302.0,,1302.0,,,131,170561.24,4,F1,1,,,,,
INE134E07463,2026-02-10,2026-02-10,CM,NSE,STK,20028,892PFCL33,N8,,,,,8.92% TAX FREE NCD,1233.0,1233.0,1232.0,1233.0,1233.0,1230.05,,1233.0,,,90,110950.0,6,F1,1,,,,,
INE774D08MA6,2026-02-10,2026-02-10,CM,NSE,STK,20048,9MMFSML,N2,,,,,9.00% UNSECURED NCD,1058.11,1058.2,1056.0,1058.2,1058.2,1058.06,,1058.73,,,711,751913.2,14,F1,1,,,,,
INE031A07AB2,2026-02-10,2026-02-10,CM,NSE,STK,19970,901HUDCO34,NE,,,,,9.01% TAX FREETRII SR3B,1240.0,1240.0,1240.0,1240.0,1240.0,1235.02,,1240.0,,,25,31000.0,5,F1,1,,,,,
INE08PH01015,2026-02-10,2026-02-10,CM,NSE,STK,759130,ABCOTS,EQ,,,,,A B COTSPIN INDIA LIMITED,439.9,451.0,426.05,437.2,433.6,438.25,,437.2,,,38182,16701218.4,1663,F1,1,,,,,
INE00YB01025,2026-02-10,2026-02-10,CM,NSE,STK,27020,ABINFRA,EQ,,,,,A B INFRABUILD LIMITED,20.01,20.75,19.75,19.94,19.83,20.18,,19.93,,,421681,8544697.08,1073,F1,1,,,,,
INE0O6N01012,2026-02-10,2026-02-10,CM,NSE,STK,15147,AGUL,SM,,,,,A G UNIVERSAL LIMITED,77.0,77.0,77.0,77.0,77.0,73.5,,77.0,,,4000,308000.0,1,F1,2000,,,,,
INE619I01012,2026-02-10,2026-02-10,CM,NSE,STK,20906,A2ZINFRA,EQ,,,,,A2Z INFRA ENGINEERING LTD,14.0,14.7,14.0,14.57,14.6,14.22,,14.57,,,195431,2824801.65,444,F1,1,,,,,
INE0D0U01013,2026-02-10,2026-02-10,CM,NSE,STK,12542,AAATECH,BE,,,,,AAA TECHNOLOGIES LIMITED,101.35,102.89,100.65,101.17,100.65,101.25,,101.2,,,8860,903765.64,182,F1,1,,,,,
INE883F01010,2026-02-10,2026-02-10,CM,NSE,STK,23729,AADHARHFC,EQ,,,,,AADHAR HOUSING FINANCE L,477.0,479.75,472.5,473.55,474.0,477.5,,473.65,,,460769,218440999.15,21018,F1,1,,,,,
INE1GYP01013,2026-02-10,2026-02-10,CM,NSE,STK,757579,AAKAAR,SM,,,,,AAKAAR MEDICAL TECHNO LTD,51.0,51.0,51.0,51.0,51.0,51.0,,51.0,,,3200,163200.0,2,F1,1600,,,,,
INE087Z01024,2026-02-10,2026-02-10,CM,NSE,STK,235,AAKASH,EQ,,,,,AAKASH EXPLORATION SER L,8.05,8.05,7.78,7.95,7.95,7.81,,7.95,,,64737,513952.24,230,F1,1,,,,,
INE198H01019,2026-02-10,2026-02-10,CM,NSE,STK,5245,AAREYDRUGS,EQ,,,,,AAREY DRUGS & PHARM LTD,69.5,69.68,64.06,65.33,65.0,69.73,,65.32,,,111747,7554391.8,791,F1,1,,,,,
INE721Z01010,2026-02-10,2026-02-10,CM,NSE,STK,1030,AARON,EQ,,,,,AARON INDUSTRIES LIMITED,165.62,166.22,162.02,163.35,163.8,164.67,,163.35,,,5641,922028.7,327,F1,1,,,,,
INE01C001026,2026-02-10,2026-02-10,CM,NSE,STK,17145,AARTECH,EQ,,,,,AARTECH SOLONICS LIMITED,50.45,50.85,48.22,50.28,50.03,48.5,,50.26,,,90348,4494737.74,1313,F1,1,,,,,
INE767A01016,2026-02-10,2026-02-10,CM,NSE,STK,4481,AARTIDRUGS,EQ,,,,,AARTI DRUGS LTD.,378.0,387.5,376.3,379.5,377.25,377.15,,379.5,,,130811,50037534.1,4382,F1,1,,,,,
INE769A01020,2026-02-10,2026-02-10,CM,NSE,STK,7,AARTIIND,EQ,,,,,AARTI INDUSTRIES LTD,470.9,474.7,463.2,467.8,465.05,470.4,,467.8,,,1469669,688502399.65,46217,F1,1,,,,,
INE0LRU01027,2026-02-10,2026-02-10,CM,NSE,STK,13868,AARTIPHARM,EQ,,,,,AARTI PHARMALABS LIMITED,750.0,789.3,744.7,764.4,762.8,794.75,,764.4,,,555308,427428240.15,24720,F1,1,,,,,
INE09EO01013,2026-02-10,2026-02-10,CM,NSE,STK,19233,AARTISURF,EQ,,,,,AARTI SURFACTANTS LIMITED,441.8,455.0,433.0,445.7,445.65,441.8,,445.7,,,9719,4332265.95,813,F1,1,,,,,
INE09EO04017,2026-02-10,2026-02-10,CM,NSE,STK,12121,AARTISURF,P1,,,,,AARTI SURFACTANTS LIMITED,159.0,199.0,159.0,195.55,198.8,198.45,,195.55,,,46,8279.85,24,F1,1,,,,,
INE754X01016,2026-02-10,2026-02-10,CM,NSE,STK,19073,AARVI,EQ,,,,,AARVI ENCON LIMITED,132.0,136.09,130.0,130.92,132.38,131.07,,130.92,,,25033,3328271.3,786,F1,1,,,,,
INE0OB201016,2026-02-10,2026-02-10,CM,NSE,STK,16961,AATMAJ,SM,,,,,AATMAJ HEALTHCARE LIMITED,20.45,20.55,20.45,20.55,20.55,22.0,,20.55,,,4000,82000.0,2,F1,2000,,,,,
INE216P01012,2026-02-10,2026-02-10,CM,NSE,STK,5385,AAVAS,EQ,,,,,AAVAS FINANCIERS LIMITED,1341.0,1354.6,1321.5,1343.1,1339.0,1328.0,,1343.05,,,161260,216225340.7,17074,F1,1,,,,,
INE421A01028,2026-02-10,2026-02-10,CM,NSE,STK,7759,ABAN,BE,,,,,ABAN OFFSHORE LTD.,21.48,21.48,21.0,21.27,21.3,20.94,,21.28,,,64654,1370510.46,319,F1,1,,,,,
INE00ZE01026,2026-02-10,2026-02-10,CM,NSE,STK,13288,AFSL,EQ,,,,,ABANS FINANCIAL SRVCS LTD,214.0,216.99,203.0,204.82,207.2,213.23,,204.85,,,20025,4192428.97,1567,F1,1,,,,,
INE117A01022,2026-02-10,2026-02-10,CM,NSE,STK,13,ABB,EQ,,,,,ABB INDIA LIMITED,5850.0,5884.0,5806.0,5870.0,5851.0,5815.5,,5870.0,,,155125,907097727.0,17970,F1,1,,,,,
INE358A01014,2026-02-10,2026-02-10,CM,NSE,STK,17903,ABBOTINDIA,EQ,,,,,ABBOTT INDIA LIMITED,27700.0,27700.0,27235.0,27295.0,27315.0,27480.0,,27295.25,,,10501,287930055.0,3353,F1,1,,,,,
INE860H07IP2,2026-02-10,2026-02-10,CM,NSE,STK,755940,78ABCL33,N1,,,,,ABCL 7.8% SR V,1030.0,1030.0,1030.0,1030.0,1030.0,1050.0,,1030.0,,,101,104030.0,2,F1,1,,,,,
INE860H07IQ0,2026-02-10,2026-02-10,CM,NSE,STK,755941,8ABCL26,N2,,,,,ABCL 8% SR I,1018.0,1018.0,992.55,992.55,992.55,1010.0,,992.55,,,10,9976.4,2,F1,1,,,,,
INE0UYG01015,2026-02-10,2026-02-10,CM,NSE,STK,27284,ABHAPOWER,SM,,,,,ABHA POWER N STEEL LTD,34.0,34.0,32.55,33.0,33.0,33.0,,33.0,,,6400,213680.0,4,F1,1600,,,,,
INE0CAJ01017,2026-02-10,2026-02-10,CM,NSE,STK,4626,AILIMITED,SM,,,,,ABHISHEK INTEGRATIONS LTD,24.9,24.9,24.9,24.9,24.9,23.75,,24.9,,,1500,37350.0,1,F1,1500,,,,,
INE251C01025,2026-02-10,2026-02-10,CM,NSE,STK,5549,ABMINTLLTD,EQ,,,,,ABM INTERNATIONAL LTD,44.21,53.31,36.5,52.88,53.31,44.43,,52.88,,,17664,904513.79,191,F1,1,,,,,
INE0QRV01016,2026-02-10,2026-02-10,CM,NSE,STK,23783,ABSMARINE,SM,,,,,ABS MARINE SERVICES LTD,176.2,191.0,170.0,188.05,188.1,178.8,,188.05,,,119000,21423500.0,199,F1,500,,,,,
INE012A01025,2026-02-10,2026-02-10,CM,NSE,STK,22,ACC,EQ,,,,,ACC LIMITED,1710.1,1713.5,1689.1,1695.4,1695.9,1706.1,,1695.35,,,126437,214993445.9,9811,F1,1,,,,,
INE793A01012,2026-02-10,2026-02-10,CM,NSE,STK,7053,ACCELYA,EQ,,,,,ACCELYA SOLN INDIA LTD,1210.0,1249.0,1205.7,1233.0,1220.9,1211.7,,1232.95,,,27156,33275014.3,2063,F1,1,,,,,
INE0Q5D01013,2026-02-10,2026-02-10,CM,NSE,STK,20488,ACCENTMIC,SM,,,,,ACCENT MICROCELL LIMITED,334.0,340.0,333.0,335.6,335.1,335.05,,335.6,,,14000,4718250.0,27,F1,500,,,,,
INE0T8T01010,2026-02-10,2026-02-10,CM,NSE,STK,757024,ACCPL,ST,,,,,ACCRETION PHARMA LIMITED,67.05,70.4,66.0,68.4,70.4,67.05,,68.4,,,15600,1061160.0,12,F1,1200,,,,,
INE648Z01023,2026-02-10,2026-02-10,CM,NSE,STK,1465,ACCURACY,EQ,,,,,ACCURACY SHIPPING LIMITED,5.23,5.25,5.14,5.19,5.24,5.18,,5.19,,,56207,292744.83,312,F1,1,,,,,
INE543V01017,2026-02-10,2026-02-10,CM,NSE,STK,11779,ACEINTEG,EQ,,,,,ACE INTEGRATED SOLU. LTD.,20.17,20.17,18.85,19.43,19.63,19.24,,19.43,,,1665,32565.5,88,F1,1,,,,,
INE622W01025,2026-02-10,2026-02-10,CM,NSE,STK,27061,ACMESOLAR,EQ,,,,,ACME SOLAR HOLDINGS LTD,232.65,240.5,229.66,236.85,236.5,228.03,,236.85,,,1122393,262730362.74,17676,F1,1,,,,,
INE731H01025,2026-02-10,2026-02-10,CM,NSE,STK,13587,ACE,EQ,,,,,ACTION CONST EQUIP LTD,926.0,937.0,919.0,922.05,920.0,923.05,,922.05,,,127733,118163325.65,8298,F1,1,,,,,
INE0KLO01025,2026-02-10,2026-02-10,CM,NSE,STK,30464,ACTIVEINFR,SM,,,,,ACTIVE INFRASTRUCTURES L,170.0,170.0,170.0,170.0,170.0,170.0,,170.0,,,1200,204000.0,2,F1,600,,,,,
